block,genome,chr/contig,start,end,orientation,length
336,BUMA.1121.00028,1,3047417,3058207,-,10790
336,BUMA.1121.00094,1,2781645,2792480,+,10835
336,BUMA.1121.00102,1,2484990,2495841,-,10851
336,BUMA.1121.00111,1,2966613,2977556,+,10943
336,BUMA.1121.00089,1,2752682,2763523,+,10841
336,BUMA.1121.00084,1,3162915,3173790,+,10875
336,BUMA.1121.00029,1,2163226,2174129,-,10903
336,BUMA.1121.00012,1,1550039,1560885,+,10846
336,BUMA.1121.00087,1,1572268,1583052,+,10784
336,BUMA.1121.00043,1,2881770,2892627,+,10857
336,BUMA.1121.00046,1,2090355,2101159,+,10804
336,BUMA.1121.00037,1,1400366,1411243,+,10877
336,BUMA.1121.00080,1,2796510,2807303,+,10793
336,BUMA.1121.00079,1,2830912,2841730,+,10818
336,BUMA.1121.00045,1,1256688,1267578,-,10890
336,BUMA.1121.00071,1,2724318,2735068,+,10750
336,BUMA.1121.00056,1,1163323,1174164,-,10841
336,BUMA.1121.00065,1,2852894,2863821,+,10927
336,BUMA.1121.00058,1,1721512,1732362,-,10850
336,BUMA.1121.00007,1,1256277,1267213,-,10936
336,BUMA.1121.00067,1,1613553,1624428,-,10875
336,BUMA.1121.00090,1,873055,883971,+,10916
336,BUMA.1121.00051,1,2764725,2775523,+,10798
336,BUMA.1121.00020,1,3112230,3123020,-,10790
336,BUMA.1121.00103,1,1605261,1616067,-,10806
336,BUMA.1121.00048,1,393156,403979,+,10823
336,BUMA.1121.00047,1,145310,156192,-,10882
336,BUMA.1121.00042,1,1255195,1266018,-,10823
336,BUMA.1121.00055,1,2476984,2487777,+,10793
336,BUMA.1121.00031,1,126542,137408,+,10866
336,BUMA.1121.00040,1,3059435,3070227,-,10792
336,BUMA.1121.00044,1,2312988,2323778,-,10790
336,BUMA.1121.00088,1,3708659,3719597,+,10938
336,BUMA.1121.00069,1,2704794,2715625,+,10831
336,BUMA.1121.00064,1,2804335,2815163,+,10828
336,BUMA.1121.00105,1,2395904,2406797,-,10893
336,BUMA.1121.00015,1,2580373,2591177,+,10804
336,BUMA.1121.00059,1,2025497,2036337,+,10840
336,BUMA.1121.00022,1,3465758,3476548,-,10790
336,BUMA.1121.00101,1,3642807,3653671,-,10864
336,BUMA.1121.00001,1,1278910,1289857,-,10947
336,BUMA.1121.00038,1,600631,611454,+,10823
336,BUMA.1121.00068,1,1568480,1579377,+,10897
336,BUMA.1121.00099,1,3608835,3619853,-,11018
336,BUMA.1121.00091,1,1713631,1724525,-,10894
336,BUMA.1121.00098,1,1457772,1468696,+,10924
336,BUMA.1121.00013,1,3110736,3121480,+,10744
336,BUMA.1121.00049,1,3026510,3037332,-,10822
336,BUMA.1121.00072,1,2706288,2717172,+,10884
336,BUMA.1121.00076,1,2512892,2523741,-,10849
336,BUMA.1121.00083,1,2875593,2886493,-,10900
336,BUMA.1121.00078,1,3204233,3215060,-,10827
336,BUMA.1121.00095,1,2911850,2922729,-,10879
336,BUMA.1121.00077,1,1458407,1469162,+,10755
336,BUMA.1121.00063,1,2732231,2743114,+,10883
336,BUMA.1121.00061,1,2735437,2746269,+,10832
336,BUMA.1121.00050,1,650539,661343,-,10804
336,BUMA.1121.00081,1,600700,611523,+,10823
336,BUMA.1121.00074,1,1059198,1070080,-,10882
336,BUMA.1121.00062,1,1757936,1768768,-,10832
336,BUMA.1121.00060,1,3501899,3512789,-,10890
336,BUMA.1121.00070,1,2706533,2717392,+,10859
336,BUMA.1121.00075,1,2288560,2299409,+,10849
336,BUMA.1121.00041,1,4105101,4115914,+,10813
336,BUMA.1121.00073,1,2733624,2744505,+,10881
336,BUMA.1121.00017,1,2982483,2993273,-,10790
336,BUMA.1121.00066,1,2709103,2719983,+,10880
336,BUMA.1121.00107,1,2738168,2748996,+,10828
336,BUMA.1121.00030,1,2982553,2993343,-,10790
336,BUMA.1121.00112,1,35545,46362,-,10817
336,BUMA.1121.00082,1,2892867,2903767,+,10900
336,BUMA.1121.00014,1,4113437,4124332,-,10895
336,BUMA.1121.00011,1,2858784,2869598,-,10814
336,BUMA.1121.00019,1,2998750,3009540,-,10790
336,BUMA.1121.00057,1,3908276,3919101,+,10825
336,BUMA.1121.00018,1,3388948,3399868,+,10920
336,BUMA.1121.00039,1,2936480,2947391,+,10911
336,BUMA.1121.00016,1,909835,920754,+,10919
336,BUMA.1121.00004,1,3127658,3138447,-,10789
336,BUMA.1121.00005,1,1500859,1511741,+,10882
336,BUMA.1121.00100,1,2567448,2578377,-,10929
336,BUMA.1121.00006,1,600630,611453,+,10823
335,BUMA.1121.00027,1,922229,932078,+,9849
335,BUMA.1121.00025,1,4026304,4036079,-,9775
335,BUMA.1121.00021,1,3380757,3390649,+,9892
335,BUMA.1121.00023,1,1100968,1110843,+,9875
335,BUMA.1121.00033,1,969747,979637,+,9890
335,BUMA.1121.00034,1,3068959,3078776,+,9817
335,BUMA.1121.00036,1,1071227,1080956,-,9729
335,BUMA.1121.00032,1,1098642,1108459,+,9817
335,BUMA.1121.00009,1,2791438,2801256,-,9818
335,BUMA.1121.00008,1,3043164,3052981,+,9817
335,BUMA.1121.00003,1,1269321,1279185,+,9864
335,BUMA.1121.00109,1,3123482,3133243,-,9761
335,BUMA.1121.00053,1,2541692,2551618,+,9926
335,BUMA.1121.00110,1,2030179,2039933,-,9754
335,BUMA.1121.00104,1,2459262,2469089,-,9827
335,BUMA.1121.00086,1,1717965,1727775,+,9810
335,BUMA.1121.00092,1,991076,1000865,-,9789
335,BUMA.1121.00096,1,488431,498217,-,9786
335,BUMA.1121.00054,1,5494,15323,+,9829
335,BUMA.1121.00054,1,3515607,3525438,+,9831
335,BUMA.1121.00097,1,1138456,1148251,-,9795
335,BUMA.1121.00093,1,3625199,3635069,+,9870
335,BUMA.1121.00106,1,2522249,2532129,+,9880
335,BUMA.1121.00010,1,2108226,2117976,-,9750
335,BUMA.1121.00035,1,3934841,3944759,+,9918
335,BUMA.1121.00108,1,3819854,3829718,+,9864
335,BUMA.1121.00028,1,3031558,3041375,+,9817
335,BUMA.1121.00094,1,2766232,2776172,+,9940
335,BUMA.1121.00102,1,2501629,2511494,-,9865
335,BUMA.1121.00111,1,2951249,2961139,+,9890
335,BUMA.1121.00089,1,2737269,2747209,+,9940
335,BUMA.1121.00084,1,3147619,3157608,+,9989
335,BUMA.1121.00029,1,2179395,2189204,-,9809
335,BUMA.1121.00012,1,1534584,1544481,+,9897
335,BUMA.1121.00087,1,1589095,1598824,-,9729
335,BUMA.1121.00043,1,2866237,2876127,+,9890
335,BUMA.1121.00046,1,2107201,2116958,-,9757
335,BUMA.1121.00037,1,1383595,1393513,+,9918
335,BUMA.1121.00080,1,2781027,2790995,+,9968
335,BUMA.1121.00079,1,2815430,2825383,+,9953
335,BUMA.1121.00045,1,1272900,1282653,-,9753
335,BUMA.1121.00071,1,2709145,2719001,+,9856
335,BUMA.1121.00056,1,1179490,1189328,-,9838
335,BUMA.1121.00065,1,2837653,2847551,+,9898
335,BUMA.1121.00058,1,1737664,1747432,-,9768
335,BUMA.1121.00007,1,1272577,1282475,-,9898
335,BUMA.1121.00067,1,1629963,1639829,-,9866
335,BUMA.1121.00090,1,857821,867690,+,9869
335,BUMA.1121.00051,1,2749222,2759266,+,10044
335,BUMA.1121.00020,1,3096371,3106188,+,9817
335,BUMA.1121.00103,1,1621412,1631192,-,9780
335,BUMA.1121.00048,1,410270,420020,-,9750
335,BUMA.1121.00047,1,161603,171552,-,9949
335,BUMA.1121.00042,1,1270482,1280295,-,9813
335,BUMA.1121.00055,1,2461763,2471618,+,9855
335,BUMA.1121.00031,1,111166,121036,+,9870
335,BUMA.1121.00040,1,3043555,3053393,+,9838
335,BUMA.1121.00044,1,2297129,2306946,+,9817
335,BUMA.1121.00088,1,3693167,3703077,+,9910
335,BUMA.1121.00069,1,2689621,2699477,+,9856
335,BUMA.1121.00064,1,2789125,2798949,+,9824
335,BUMA.1121.00105,1,2412090,2421872,-,9782
335,BUMA.1121.00015,1,2597219,2606969,-,9750
335,BUMA.1121.00059,1,2010157,2020034,+,9877
335,BUMA.1121.00026,1,2334054,2343825,-,9771
335,BUMA.1121.00022,1,3449906,3459716,+,9810
335,BUMA.1121.00052,1,2816301,2826139,+,9838
335,BUMA.1121.00101,1,3659029,3668805,-,9776
335,BUMA.1121.00001,1,1295123,1304911,-,9788
335,BUMA.1121.00038,1,617745,627495,-,9750
335,BUMA.1121.00068,1,1551930,1561780,+,9850
335,BUMA.1121.00099,1,3625393,3635195,-,9802
335,BUMA.1121.00091,1,1729948,1739800,-,9852
335,BUMA.1121.00098,1,1442510,1452414,+,9904
335,BUMA.1121.00013,1,3096427,3106272,+,9845
335,BUMA.1121.00049,1,3042858,3052669,-,9811
335,BUMA.1121.00072,1,2691114,2700970,+,9856
335,BUMA.1121.00076,1,2529302,2539280,-,9978
335,BUMA.1121.00083,1,2891811,2901586,-,9775
335,BUMA.1121.00078,1,3220481,3230253,-,9772
335,BUMA.1121.00095,1,2928146,2937881,-,9735
335,BUMA.1121.00077,1,1443217,1453052,+,9835
335,BUMA.1121.00063,1,2717058,2726914,+,9856
335,BUMA.1121.00061,1,2720265,2730121,+,9856
335,BUMA.1121.00050,1,634659,644497,+,9838
335,BUMA.1121.00081,1,617814,627564,-,9750
335,BUMA.1121.00074,1,1075459,1085297,-,9838
335,BUMA.1121.00062,1,1774294,1784055,-,9761
335,BUMA.1121.00060,1,3518153,3527906,-,9753
335,BUMA.1121.00070,1,2691359,2701215,+,9856
335,BUMA.1121.00075,1,2273122,2283104,+,9982
335,BUMA.1121.00041,1,4089885,4099768,+,9883
335,BUMA.1121.00073,1,2718450,2728306,+,9856
335,BUMA.1121.00017,1,2966624,2976441,+,9817
335,BUMA.1121.00066,1,2693931,2703787,+,9856
335,BUMA.1121.00107,1,2722867,2732757,+,9890
335,BUMA.1121.00085,1,2413247,2423085,+,9838
335,BUMA.1121.00030,1,2966694,2976511,+,9817
335,BUMA.1121.00112,1,51658,61447,-,9789
335,BUMA.1121.00002,1,2135085,2144835,-,9750
335,BUMA.1121.00082,1,2877693,2887549,+,9856
335,BUMA.1121.00014,1,4129947,4139737,-,9790
335,BUMA.1121.00011,1,2874905,2884686,-,9781
335,BUMA.1121.00019,1,2982891,2992708,+,9817
335,BUMA.1121.00057,1,3893018,3902895,+,9877
335,BUMA.1121.00018,1,3373592,3383455,+,9863
335,BUMA.1121.00039,1,2921120,2931003,+,9883
335,BUMA.1121.00016,1,894340,904300,+,9960
335,BUMA.1121.00004,1,3011683,3021500,+,9817
335,BUMA.1121.00004,1,3061739,3071556,+,9817
335,BUMA.1121.00004,1,3111795,3121616,+,9821
335,BUMA.1121.00005,1,1485384,1495337,+,9953
335,BUMA.1121.00100,1,2584108,2593903,-,9795
335,BUMA.1121.00006,1,617744,627494,-,9750
334,BUMA.1121.00027,1,902951,916447,+,13496
334,BUMA.1121.00025,1,4041950,4055458,-,13508
334,BUMA.1121.00021,1,3361448,3374956,+,13508
334,BUMA.1121.00023,1,1081659,1095179,+,13520
334,BUMA.1121.00033,1,950438,963946,+,13508
334,BUMA.1121.00034,1,3049865,3063159,+,13294
334,BUMA.1121.00036,1,1086841,1100131,-,13290
334,BUMA.1121.00032,1,1079548,1092842,+,13294
334,BUMA.1121.00009,1,2807150,2820649,-,13499
334,BUMA.1121.00008,1,3024070,3037364,+,13294
334,BUMA.1121.00003,1,1250027,1263515,+,13488
334,BUMA.1121.00109,1,3139102,3152601,-,13499
334,BUMA.1121.00053,1,2522431,2535918,+,13487
334,BUMA.1121.00110,1,2045703,2059202,-,13499
334,BUMA.1121.00104,1,2474967,2488466,-,13499
334,BUMA.1121.00086,1,1698883,1712173,+,13290
334,BUMA.1121.00092,1,1006736,1020226,-,13490
334,BUMA.1121.00096,1,504115,517609,-,13494
334,BUMA.1121.00054,1,3496513,3509807,+,13294
334,BUMA.1121.00097,1,1154137,1167634,-,13497
334,BUMA.1121.00093,1,3605919,3619409,+,13490
334,BUMA.1121.00106,1,2502958,2516468,+,13510
334,BUMA.1121.00010,1,2123857,2137151,-,13294
334,BUMA.1121.00035,1,3915532,3929040,+,13508
334,BUMA.1121.00108,1,3800578,3814073,+,13495
334,BUMA.1121.00028,1,3012464,3025758,+,13294
334,BUMA.1121.00094,1,2746935,2760431,+,13496
334,BUMA.1121.00102,1,2518686,2532185,-,13499
334,BUMA.1121.00111,1,2931928,2945448,+,13520
334,BUMA.1121.00089,1,2717972,2731468,+,13496
334,BUMA.1121.00084,1,3128338,3141849,+,13511
334,BUMA.1121.00029,1,2195086,2208594,-,13508
334,BUMA.1121.00012,1,1515303,1528811,+,13508
334,BUMA.1121.00087,1,1604697,1617987,-,13290
334,BUMA.1121.00043,1,2846912,2860420,+,13508
334,BUMA.1121.00046,1,2122847,2136141,-,13294
334,BUMA.1121.00037,1,1364285,1377794,+,13509
334,BUMA.1121.00080,1,2761730,2775226,+,13496
334,BUMA.1121.00079,1,2796133,2809629,+,13496
334,BUMA.1121.00045,1,1288539,1302035,-,13496
334,BUMA.1121.00071,1,2689864,2703363,+,13499
334,BUMA.1121.00056,1,1195210,1208706,-,13496
334,BUMA.1121.00065,1,2818401,2831891,+,13490
334,BUMA.1121.00058,1,1753303,1766816,-,13513
334,BUMA.1121.00007,1,1288358,1301871,-,13513
334,BUMA.1121.00067,1,1645711,1659221,-,13510
334,BUMA.1121.00090,1,838528,852036,+,13508
334,BUMA.1121.00051,1,2729925,2743421,+,13496
334,BUMA.1121.00020,1,3077277,3090571,+,13294
334,BUMA.1121.00103,1,1637086,1650582,-,13496
334,BUMA.1121.00048,1,425901,439195,-,13294
334,BUMA.1121.00047,1,177434,190930,-,13496
334,BUMA.1121.00042,1,1286176,1299669,-,13493
334,BUMA.1121.00055,1,2442480,2455993,+,13513
334,BUMA.1121.00031,1,91851,105366,+,13515
334,BUMA.1121.00040,1,3024453,3037747,+,13294
334,BUMA.1121.00044,1,2278035,2291329,+,13294
334,BUMA.1121.00088,1,3673870,3687366,+,13496
334,BUMA.1121.00069,1,2670340,2683839,+,13499
334,BUMA.1121.00064,1,2769760,2783254,+,13494
334,BUMA.1121.00105,1,2427746,2441254,-,13508
334,BUMA.1121.00015,1,2612850,2626144,-,13294
334,BUMA.1121.00059,1,1990874,2004387,+,13513
334,BUMA.1121.00026,1,2349694,2363189,-,13495
334,BUMA.1121.00022,1,3430826,3444116,+,13290
334,BUMA.1121.00052,1,2797207,2810501,+,13294
334,BUMA.1121.00101,1,3674703,3688198,-,13495
334,BUMA.1121.00001,1,1310792,1324300,-,13508
334,BUMA.1121.00038,1,633376,646670,-,13294
334,BUMA.1121.00068,1,1532668,1546153,+,13485
334,BUMA.1121.00099,1,3641089,3654585,-,13496
334,BUMA.1121.00091,1,1745686,1759182,-,13496
334,BUMA.1121.00098,1,1423233,1436727,+,13494
334,BUMA.1121.00013,1,3077333,3090627,+,13294
334,BUMA.1121.00049,1,3058563,3072062,-,13499
334,BUMA.1121.00072,1,2671833,2685332,+,13499
334,BUMA.1121.00076,1,2545123,2558622,-,13499
334,BUMA.1121.00083,1,2907449,2920948,-,13499
334,BUMA.1121.00078,1,3236139,3249640,-,13501
334,BUMA.1121.00095,1,2943756,2957251,-,13495
334,BUMA.1121.00077,1,1424029,1437528,+,13499
334,BUMA.1121.00063,1,2697777,2711276,+,13499
334,BUMA.1121.00061,1,2700984,2714483,+,13499
334,BUMA.1121.00050,1,615557,628851,+,13294
334,BUMA.1121.00081,1,633445,646739,-,13294
334,BUMA.1121.00074,1,1091168,1104678,-,13510
334,BUMA.1121.00062,1,1789918,1803431,-,13513
334,BUMA.1121.00060,1,3533792,3547288,-,13496
334,BUMA.1121.00070,1,2672078,2685577,+,13499
334,BUMA.1121.00075,1,2253861,2267360,+,13499
334,BUMA.1121.00041,1,4070589,4084076,+,13487
334,BUMA.1121.00073,1,2699169,2712668,+,13499
334,BUMA.1121.00017,1,2947530,2960824,+,13294
334,BUMA.1121.00066,1,2674650,2688149,+,13499
334,BUMA.1121.00107,1,2703570,2717066,+,13496
334,BUMA.1121.00085,1,2394153,2407447,+,13294
334,BUMA.1121.00030,1,2947600,2960894,+,13294
334,BUMA.1121.00112,1,67317,80804,-,13487
334,BUMA.1121.00002,1,2150716,2164010,-,13294
334,BUMA.1121.00082,1,2858412,2871911,+,13499
334,BUMA.1121.00014,1,4145619,4159134,-,13515
334,BUMA.1121.00011,1,2890572,2904059,-,13487
334,BUMA.1121.00019,1,2963797,2977091,+,13294
334,BUMA.1121.00057,1,3873737,3887236,+,13499
334,BUMA.1121.00018,1,3354294,3367802,+,13508
334,BUMA.1121.00039,1,2901832,2915330,+,13498
334,BUMA.1121.00016,1,875031,888539,+,13508
334,BUMA.1121.00004,1,2992589,3005883,+,13294
334,BUMA.1121.00004,1,3042645,3055939,+,13294
334,BUMA.1121.00004,1,3092701,3105995,+,13294
334,BUMA.1121.00005,1,1466091,1479605,+,13514
334,BUMA.1121.00100,1,2599785,2613281,-,13496
334,BUMA.1121.00006,1,633375,646669,-,13294
333,BUMA.1121.00027,1,886199,902947,+,16748
333,BUMA.1121.00025,1,4055462,4072217,-,16755
333,BUMA.1121.00021,1,3344689,3361444,+,16755
333,BUMA.1121.00023,1,1064889,1081655,+,16766
333,BUMA.1121.00033,1,933708,950434,+,16726
333,BUMA.1121.00034,1,3033228,3049861,+,16633
333,BUMA.1121.00036,1,1100135,1116768,-,16633
333,BUMA.1121.00032,1,1062911,1079544,+,16633
333,BUMA.1121.00009,1,2820653,2837335,-,16682
333,BUMA.1121.00008,1,3007433,3024066,+,16633
333,BUMA.1121.00003,1,1233309,1250023,+,16714
333,BUMA.1121.00109,1,3152605,3169279,-,16674
333,BUMA.1121.00053,1,2504404,2521070,+,16666
333,BUMA.1121.00110,1,2059206,2075938,-,16732
333,BUMA.1121.00104,1,2488470,2505196,-,16726
333,BUMA.1121.00086,1,1682266,1698879,+,16613
333,BUMA.1121.00092,1,1020230,1036915,-,16685
333,BUMA.1121.00096,1,517613,534316,-,16703
333,BUMA.1121.00054,1,3479878,3496509,+,16631
333,BUMA.1121.00097,1,1167638,1184281,-,16643
333,BUMA.1121.00093,1,3589230,3605915,+,16685
333,BUMA.1121.00106,1,2486227,2502954,+,16727
333,BUMA.1121.00010,1,2137155,2153788,-,16633
333,BUMA.1121.00035,1,3898792,3915528,+,16736
333,BUMA.1121.00108,1,3783850,3800574,+,16724
333,BUMA.1121.00028,1,2995827,3012460,+,16633
333,BUMA.1121.00094,1,2730203,2746931,+,16728
333,BUMA.1121.00102,1,2532189,2548855,-,16666
333,BUMA.1121.00111,1,2915216,2931924,+,16708
333,BUMA.1121.00089,1,2701229,2717968,+,16739
333,BUMA.1121.00084,1,3111667,3128334,+,16667
333,BUMA.1121.00029,1,2208598,2225308,-,16710
333,BUMA.1121.00012,1,1498551,1515299,+,16748
333,BUMA.1121.00087,1,1617991,1634604,-,16613
333,BUMA.1121.00043,1,2830169,2846908,+,16739
333,BUMA.1121.00046,1,2136145,2152778,-,16633
333,BUMA.1121.00037,1,1347550,1364281,+,16731
333,BUMA.1121.00080,1,2745020,2761726,+,16706
333,BUMA.1121.00079,1,2779455,2796129,+,16674
