block,genome,chr/contig,start,end,orientation,length
239,BUMA.1121.00054,2,2108906,2123644,-,14738
239,BUMA.1121.00034,2,3258,18032,+,14774
239,BUMA.1121.00048,2,739438,754175,+,14737
239,BUMA.1121.00017,2,3258,18032,+,14774
239,BUMA.1121.00038,2,2210015,2224753,-,14738
239,BUMA.1121.00085,2,1164186,1178924,+,14738
239,BUMA.1121.00002,2,556759,571553,-,14794
239,BUMA.1121.00046,2,1113598,1128375,-,14777
239,BUMA.1121.00042,2,1698212,1712933,-,14721
239,BUMA.1121.00036,2,1581057,1595817,-,14760
239,BUMA.1121.00013,2,430434,445165,+,14731
239,BUMA.1121.00028,2,3258,18032,+,14774
239,BUMA.1121.00010,2,1408648,1423442,-,14794
239,BUMA.1121.00004,2,3258,18032,+,14774
239,BUMA.1121.00015,2,252330,267071,+,14741
239,BUMA.1121.00008,2,3258,18032,+,14774
239,BUMA.1121.00022,2,1544975,1559727,+,14752
239,BUMA.1121.00026,2,602311,617056,+,14745
239,BUMA.1121.00024,2,3258,18032,+,14774
239,BUMA.1121.00052,2,117845,132583,+,14738
239,BUMA.1121.00032,2,548883,563650,+,14767
239,BUMA.1121.00019,2,3258,18025,+,14767
239,BUMA.1121.00044,2,54445,69219,+,14774
239,BUMA.1121.00030,2,2103726,2118501,-,14775
239,BUMA.1121.00020,2,3258,18025,+,14767
238,BUMA.1121.00050,2,2252586,2302216,+,49630
238,BUMA.1121.00081,2,2270783,2320459,+,49676
238,BUMA.1121.00006,2,3110,52786,-,49676
238,BUMA.1121.00087,2,608105,657645,-,49540
238,BUMA.1121.00040,2,77378,126918,-,49540
238,BUMA.1121.00086,2,2298247,2347787,+,49540
238,BUMA.1121.00054,2,2128559,2178233,-,49674
238,BUMA.1121.00034,2,2069370,2118908,+,49538
238,BUMA.1121.00048,2,684847,734523,+,49676
238,BUMA.1121.00017,2,2069365,2118903,+,49538
238,BUMA.1121.00038,2,3110,52786,-,49676
238,BUMA.1121.00085,2,1111314,1160871,+,49557
238,BUMA.1121.00002,2,576457,625976,-,49519
238,BUMA.1121.00046,2,1132930,1182560,-,49630
238,BUMA.1121.00042,2,1717844,1767353,-,49509
238,BUMA.1121.00036,2,1600718,1650267,-,49549
238,BUMA.1121.00013,2,377548,427117,+,49569
238,BUMA.1121.00028,2,2095496,2145058,+,49562
238,BUMA.1121.00010,2,1428346,1477865,-,49519
238,BUMA.1121.00004,2,2054067,2103616,+,49549
238,BUMA.1121.00015,2,199367,249015,+,49648
238,BUMA.1121.00008,2,2053566,2103116,+,49550
238,BUMA.1121.00022,2,1490537,1540074,+,49537
238,BUMA.1121.00026,2,547842,597401,+,49559
238,BUMA.1121.00024,2,2189239,2238801,+,49562
238,BUMA.1121.00052,2,64973,114530,+,49557
238,BUMA.1121.00032,2,494425,543963,+,49538
238,BUMA.1121.00019,2,2134689,2184239,+,49550
238,BUMA.1121.00044,2,1,49524,+,49523
238,BUMA.1121.00030,2,3115,52653,-,49538
238,BUMA.1121.00020,2,2055536,2105086,+,49550
237,BUMA.1121.00050,2,2228437,2245209,+,16772
237,BUMA.1121.00081,2,173134,189912,-,16778
237,BUMA.1121.00006,2,2133606,2150378,+,16772
237,BUMA.1121.00087,2,412189,428961,+,16772
237,BUMA.1121.00040,2,134302,151080,-,16778
237,BUMA.1121.00086,2,174296,191074,-,16778
237,BUMA.1121.00054,2,1933719,1950491,+,16772
237,BUMA.1121.00034,2,1917764,1934536,+,16772
237,BUMA.1121.00048,2,912583,929361,-,16778
237,BUMA.1121.00017,2,1917760,1934532,+,16772
237,BUMA.1121.00038,2,2034821,2051593,+,16772
237,BUMA.1121.00085,2,1337313,1354098,-,16785
237,BUMA.1121.00002,2,380365,397137,+,16772
237,BUMA.1121.00046,2,1189930,1206708,-,16778
237,BUMA.1121.00042,2,1774728,1791506,-,16778
237,BUMA.1121.00036,2,1472158,1488930,+,16772
237,BUMA.1121.00013,2,603756,620541,-,16785
237,BUMA.1121.00028,2,1943888,1960660,+,16772
237,BUMA.1121.00010,2,1232369,1249139,+,16770
237,BUMA.1121.00004,2,1902446,1919218,+,16772
237,BUMA.1121.00015,2,425390,442161,-,16771
237,BUMA.1121.00008,2,1901993,1918765,+,16772
237,BUMA.1121.00022,2,1719440,1736218,-,16778
237,BUMA.1121.00026,2,523686,540458,+,16772
237,BUMA.1121.00024,2,2037647,2054419,+,16772
237,BUMA.1121.00052,2,290972,307757,-,16785
237,BUMA.1121.00032,2,342825,359597,+,16772
237,BUMA.1121.00019,2,1981860,1998632,+,16772
237,BUMA.1121.00044,2,1968661,1985433,+,16772
237,BUMA.1121.00030,2,187462,204240,-,16778
237,BUMA.1121.00020,2,1902715,1919487,+,16772
236,BUMA.1121.00050,2,2149914,2224732,+,74818
236,BUMA.1121.00081,2,193617,268401,-,74784
236,BUMA.1121.00006,2,2055118,2129901,+,74783
236,BUMA.1121.00087,2,333767,408484,+,74717
236,BUMA.1121.00040,2,154785,229440,-,74655
236,BUMA.1121.00086,2,194779,269560,-,74781
236,BUMA.1121.00054,2,1855238,1930014,+,74776
236,BUMA.1121.00034,2,1839365,1914059,+,74694
236,BUMA.1121.00048,2,933066,1007794,-,74728
236,BUMA.1121.00017,2,1839354,1914055,+,74701
236,BUMA.1121.00038,2,1956311,2031116,+,74805
236,BUMA.1121.00085,2,1357803,1432625,-,74822
236,BUMA.1121.00002,2,301905,376660,+,74755
236,BUMA.1121.00046,2,1210413,1285232,-,74819
236,BUMA.1121.00042,2,1795211,1869874,-,74663
236,BUMA.1121.00036,2,1393682,1468453,+,74771
236,BUMA.1121.00013,2,624246,699061,-,74815
236,BUMA.1121.00028,2,1865489,1940183,+,74694
236,BUMA.1121.00010,2,1154095,1228664,+,74569
236,BUMA.1121.00004,2,1824040,1898741,+,74701
236,BUMA.1121.00015,2,445866,520685,-,74819
236,BUMA.1121.00008,2,1823601,1898288,+,74687
236,BUMA.1121.00022,2,1739923,1814614,-,74691
236,BUMA.1121.00026,2,445227,519981,+,74754
236,BUMA.1121.00024,2,1959241,2033942,+,74701
236,BUMA.1121.00052,2,311462,386263,-,74801
236,BUMA.1121.00032,2,264405,339120,+,74715
236,BUMA.1121.00019,2,1903433,1978155,+,74722
236,BUMA.1121.00044,2,1890255,1964956,+,74701
236,BUMA.1121.00030,2,207945,282646,-,74701
236,BUMA.1121.00020,2,1824288,1899010,+,74722
235,BUMA.1121.00050,2,2118839,2148687,+,29848
235,BUMA.1121.00081,2,269612,299475,-,29863
235,BUMA.1121.00006,2,2024044,2053907,+,29863
235,BUMA.1121.00087,2,302686,332555,+,29869
235,BUMA.1121.00040,2,230651,260513,-,29862
235,BUMA.1121.00086,2,270771,300641,-,29870
235,BUMA.1121.00054,2,1824164,1854027,+,29863
235,BUMA.1121.00034,2,1808284,1838154,+,29870
235,BUMA.1121.00048,2,1009005,1038868,-,29863
235,BUMA.1121.00017,2,1808273,1838143,+,29870
235,BUMA.1121.00038,2,1925237,1955100,+,29863
235,BUMA.1121.00085,2,1433836,1463700,-,29864
235,BUMA.1121.00002,2,270823,300694,+,29871
235,BUMA.1121.00046,2,1286458,1316307,-,29849
235,BUMA.1121.00042,2,1871085,1902268,-,31183
235,BUMA.1121.00036,2,1362599,1392469,+,29870
235,BUMA.1121.00013,2,700272,730136,-,29864
235,BUMA.1121.00028,2,1834408,1864278,+,29870
235,BUMA.1121.00010,2,1123012,1152884,+,29872
235,BUMA.1121.00004,2,1792960,1822829,+,29869
235,BUMA.1121.00015,2,521896,551760,-,29864
235,BUMA.1121.00008,2,1792520,1822390,+,29870
235,BUMA.1121.00022,2,1815825,1845695,-,29870
235,BUMA.1121.00026,2,412833,444016,+,31183
235,BUMA.1121.00024,2,1928160,1958030,+,29870
235,BUMA.1121.00052,2,387474,417338,-,29864
235,BUMA.1121.00032,2,233324,263194,+,29870
235,BUMA.1121.00019,2,1872352,1902222,+,29870
235,BUMA.1121.00044,2,1859174,1889044,+,29870
235,BUMA.1121.00030,2,283857,313727,-,29870
235,BUMA.1121.00020,2,1793207,1823077,+,29870
234,BUMA.1121.00050,2,2104519,2114451,+,9932
234,BUMA.1121.00081,2,303847,313837,-,9990
234,BUMA.1121.00006,2,2009682,2019656,+,9974
234,BUMA.1121.00087,2,287112,297058,+,9946
234,BUMA.1121.00040,2,263649,273639,-,9990
234,BUMA.1121.00086,2,306253,316215,-,9962
234,BUMA.1121.00054,2,1809802,1819776,+,9974
234,BUMA.1121.00034,2,1792689,1802656,+,9967
234,BUMA.1121.00048,2,1043240,1053230,-,9990
234,BUMA.1121.00017,2,1792678,1802645,+,9967
234,BUMA.1121.00038,2,1910875,1920849,+,9974
234,BUMA.1121.00085,2,1468072,1478055,-,9983
234,BUMA.1121.00002,2,256503,266435,+,9932
234,BUMA.1121.00046,2,1320679,1330627,-,9948
234,BUMA.1121.00042,2,1906640,1916595,-,9955
234,BUMA.1121.00036,2,1347001,1356975,+,9974
234,BUMA.1121.00013,2,734508,744505,-,9997
234,BUMA.1121.00028,2,1818820,1828780,+,9960
234,BUMA.1121.00010,2,1108693,1118624,+,9931
234,BUMA.1121.00004,2,1777365,1787332,+,9967
234,BUMA.1121.00015,2,556132,566052,-,9920
234,BUMA.1121.00008,2,1776926,1786892,+,9966
234,BUMA.1121.00022,2,1851307,1861325,-,10018
234,BUMA.1121.00026,2,398478,408445,+,9967
234,BUMA.1121.00024,2,1912565,1922532,+,9967
234,BUMA.1121.00052,2,421710,431693,-,9983
234,BUMA.1121.00032,2,217729,227696,+,9967
234,BUMA.1121.00019,2,1856757,1866724,+,9967
234,BUMA.1121.00044,2,1843579,1853546,+,9967
234,BUMA.1121.00030,2,319339,329322,-,9983
234,BUMA.1121.00020,2,1777612,1787579,+,9967
233,BUMA.1121.00050,2,2098877,2104517,+,5640
233,BUMA.1121.00081,2,313838,319481,-,5643
233,BUMA.1121.00006,2,2004038,2009680,+,5642
233,BUMA.1121.00087,2,279877,285532,+,5655
233,BUMA.1121.00040,2,273640,279283,-,5643
233,BUMA.1121.00086,2,317795,323450,-,5655
233,BUMA.1121.00054,2,1804158,1809800,+,5642
233,BUMA.1121.00034,2,1785454,1791109,+,5655
233,BUMA.1121.00048,2,1053231,1058874,-,5643
233,BUMA.1121.00017,2,1785443,1791098,+,5655
233,BUMA.1121.00038,2,1905231,1910873,+,5642
233,BUMA.1121.00085,2,1479637,1485292,-,5655
233,BUMA.1121.00002,2,249268,254923,+,5655
233,BUMA.1121.00046,2,1330628,1336268,-,5640
233,BUMA.1121.00042,2,1447919,1453574,+,5655
233,BUMA.1121.00036,2,1339763,1345418,+,5655
233,BUMA.1121.00013,2,746087,751742,-,5655
233,BUMA.1121.00028,2,1811585,1817240,+,5655
233,BUMA.1121.00010,2,1101458,1107113,+,5655
233,BUMA.1121.00004,2,1770130,1775785,+,5655
233,BUMA.1121.00015,2,566053,571696,-,5643
233,BUMA.1121.00008,2,1769691,1775346,+,5655
233,BUMA.1121.00022,2,1862905,1868560,-,5655
233,BUMA.1121.00026,2,684242,689897,-,5655
233,BUMA.1121.00024,2,1905330,1910985,+,5655
233,BUMA.1121.00052,2,433275,438930,-,5655
233,BUMA.1121.00032,2,210494,216149,+,5655
233,BUMA.1121.00019,2,1849522,1855177,+,5655
233,BUMA.1121.00044,2,1836344,1841999,+,5655
233,BUMA.1121.00030,2,330902,336557,-,5655
233,BUMA.1121.00020,2,1770377,1776032,+,5655
232,BUMA.1121.00050,2,2088807,2096630,+,7823
232,BUMA.1121.00081,2,321725,329548,-,7823
232,BUMA.1121.00006,2,1993970,2001793,+,7823
232,BUMA.1121.00087,2,271405,279228,+,7823
232,BUMA.1121.00040,2,279931,287754,-,7823
232,BUMA.1121.00086,2,324098,331921,-,7823
232,BUMA.1121.00054,2,1794090,1801913,+,7823
232,BUMA.1121.00034,2,1776982,1784805,+,7823
232,BUMA.1121.00048,2,1061118,1068941,-,7823
232,BUMA.1121.00017,2,1776971,1784794,+,7823
232,BUMA.1121.00038,2,1895163,1902986,+,7823
232,BUMA.1121.00085,2,1485940,1493763,-,7823
232,BUMA.1121.00002,2,240796,248619,+,7823
232,BUMA.1121.00046,2,1338515,1346338,-,7823
232,BUMA.1121.00042,2,1439447,1447270,+,7823
232,BUMA.1121.00036,2,1331293,1339114,+,7821
232,BUMA.1121.00013,2,752390,760213,-,7823
232,BUMA.1121.00028,2,1803113,1810936,+,7823
232,BUMA.1121.00010,2,1092986,1100809,+,7823
232,BUMA.1121.00004,2,1761658,1769481,+,7823
232,BUMA.1121.00015,2,573940,581763,-,7823
232,BUMA.1121.00008,2,1761219,1769042,+,7823
232,BUMA.1121.00022,2,1869208,1877031,-,7823
232,BUMA.1121.00026,2,690545,698368,-,7823
232,BUMA.1121.00024,2,1896858,1904681,+,7823
232,BUMA.1121.00052,2,439578,447401,-,7823
232,BUMA.1121.00032,2,202022,209845,+,7823
232,BUMA.1121.00019,2,1841050,1848873,+,7823
232,BUMA.1121.00044,2,1827872,1835695,+,7823
232,BUMA.1121.00030,2,337205,345028,-,7823
232,BUMA.1121.00020,2,1761905,1769728,+,7823
231,BUMA.1121.00050,2,2049148,2087530,+,38382
231,BUMA.1121.00081,2,330825,369263,-,38438
231,BUMA.1121.00006,2,1954248,1992693,+,38445
231,BUMA.1121.00087,2,231758,270128,+,38370
231,BUMA.1121.00040,2,289031,327428,-,38397
231,BUMA.1121.00086,2,333198,371569,-,38371
231,BUMA.1121.00054,2,1754368,1792813,+,38445
231,BUMA.1121.00034,2,1737325,1775705,+,38380
231,BUMA.1121.00048,2,1070217,1108663,-,38446
231,BUMA.1121.00017,2,1737314,1775694,+,38380
231,BUMA.1121.00038,2,1855441,1893886,+,38445
231,BUMA.1121.00085,2,1497465,1535849,-,38384
231,BUMA.1121.00002,2,201107,239520,+,38413
231,BUMA.1121.00046,2,1347615,1385997,-,38382
231,BUMA.1121.00042,2,1398977,1437328,+,38351
231,BUMA.1121.00036,2,1291601,1330018,+,38417
231,BUMA.1121.00013,2,763915,802315,-,38400
231,BUMA.1121.00028,2,1763488,1801836,+,38348
231,BUMA.1121.00010,2,1053288,1091709,+,38421
231,BUMA.1121.00004,2,1722025,1760381,+,38356
231,BUMA.1121.00015,2,583040,621422,-,38382
231,BUMA.1121.00008,2,1721546,1759942,+,38396
231,BUMA.1121.00022,2,1878308,1916610,-,38302
231,BUMA.1121.00026,2,700073,738435,-,38362
231,BUMA.1121.00024,2,1857218,1895581,+,38363
231,BUMA.1121.00052,2,451103,489487,-,38384
231,BUMA.1121.00032,2,162389,200745,+,38356
231,BUMA.1121.00019,2,1801425,1839773,+,38348
231,BUMA.1121.00044,2,1788216,1826595,+,38379
231,BUMA.1121.00030,2,346305,384686,-,38381
231,BUMA.1121.00020,2,1722280,1760628,+,38348
230,BUMA.1121.00050,2,2009734,2049146,+,39412
230,BUMA.1121.00081,2,369264,408719,-,39455
230,BUMA.1121.00006,2,1914791,1954246,+,39455
230,BUMA.1121.00087,2,192416,231756,+,39340
230,BUMA.1121.00040,2,327429,366776,-,39347
230,BUMA.1121.00086,2,371570,410911,-,39341
230,BUMA.1121.00054,2,1714912,1754366,+,39454
230,BUMA.1121.00034,2,1697983,1737323,+,39340
230,BUMA.1121.00048,2,1108664,1148120,-,39456
230,BUMA.1121.00017,2,1697972,1737312,+,39340
230,BUMA.1121.00038,2,1815985,1855439,+,39454
230,BUMA.1121.00085,2,1535850,1575244,-,39394
230,BUMA.1121.00002,2,161785,201105,+,39320
230,BUMA.1121.00046,2,1385998,1425421,-,39423
230,BUMA.1121.00042,2,1358381,1397740,+,39359
230,BUMA.1121.00036,2,1252249,1291599,+,39350
230,BUMA.1121.00013,2,802316,841705,-,39389
230,BUMA.1121.00028,2,1724146,1763486,+,39340
230,BUMA.1121.00010,2,1013966,1053286,+,39320
230,BUMA.1121.00004,2,1682683,1722023,+,39340
230,BUMA.1121.00015,2,621423,660740,-,39317
230,BUMA.1121.00008,2,1682214,1721544,+,39330
230,BUMA.1121.00022,2,1916611,1955912,-,39301
230,BUMA.1121.00026,2,739672,779021,-,39349
230,BUMA.1121.00024,2,1817898,1857216,+,39318
230,BUMA.1121.00052,2,489488,528882,-,39394
230,BUMA.1121.00032,2,123057,162387,+,39330
230,BUMA.1121.00019,2,1762093,1801423,+,39330
230,BUMA.1121.00044,2,1748874,1788214,+,39340
230,BUMA.1121.00030,2,384687,424028,-,39341
230,BUMA.1121.00020,2,1682948,1722278,+,39330
229,BUMA.1121.00050,2,1986696,2008518,+,21822
229,BUMA.1121.00081,2,409935,431757,-,21822
229,BUMA.1121.00006,2,1891753,1913575,+,21822
229,BUMA.1121.00087,2,169378,191200,+,21822
229,BUMA.1121.00086,2,412127,433949,-,21822
229,BUMA.1121.00054,2,1691874,1713696,+,21822
229,BUMA.1121.00034,2,1675031,1696767,+,21736
229,BUMA.1121.00048,2,1149336,1171158,-,21822
229,BUMA.1121.00017,2,1675020,1696756,+,21736
229,BUMA.1121.00038,2,1792947,1814769,+,21822
229,BUMA.1121.00046,2,1426637,1448459,-,21822
229,BUMA.1121.00042,2,1335350,1357156,+,21806
229,BUMA.1121.00036,2,1229211,1251033,+,21822
229,BUMA.1121.00013,2,842943,864755,-,21812
229,BUMA.1121.00028,2,1701194,1722919,+,21725
229,BUMA.1121.00004,2,1659731,1681467,+,21736
229,BUMA.1121.00008,2,1659262,1680998,+,21736
229,BUMA.1121.00022,2,1957128,1978950,-,21822
229,BUMA.1121.00026,2,780248,802054,-,21806
229,BUMA.1121.00024,2,1794946,1816671,+,21725
229,BUMA.1121.00032,2,100105,121841,+,21736
229,BUMA.1121.00019,2,1739141,1760877,+,21736
229,BUMA.1121.00044,2,1725922,1747658,+,21736
229,BUMA.1121.00030,2,425244,446980,-,21736
229,BUMA.1121.00020,2,1659996,1681732,+,21736
228,BUMA.1121.00050,2,1975475,1982336,+,6861
228,BUMA.1121.00081,2,436117,442977,-,6860
228,BUMA.1121.00006,2,1880532,1887393,+,6861
228,BUMA.1121.00087,2,1005453,1012313,-,6860
228,BUMA.1121.00040,2,1779386,1786247,+,6861
228,BUMA.1121.00086,2,1942890,1949751,+,6861
228,BUMA.1121.00054,2,1680653,1687514,+,6861
228,BUMA.1121.00048,2,1175518,1182378,-,6860
228,BUMA.1121.00038,2,1781726,1788587,+,6861
228,BUMA.1121.00085,2,754586,761447,+,6861
228,BUMA.1121.00002,2,975818,982678,-,6860
228,BUMA.1121.00046,2,1452819,1459679,-,6860
228,BUMA.1121.00042,2,527218,534076,-,6858
228,BUMA.1121.00036,2,1999127,2005987,-,6860
228,BUMA.1121.00013,2,20649,27510,+,6861
228,BUMA.1121.00010,2,1829259,1836119,-,6860
228,BUMA.1121.00015,2,664003,670863,-,6860
228,BUMA.1121.00022,2,1135014,1141875,+,6861
228,BUMA.1121.00052,2,1443137,1449998,+,6861
227,BUMA.1121.00050,2,1957284,1970949,+,13665
227,BUMA.1121.00081,2,447504,461210,-,13706
227,BUMA.1121.00006,2,1862299,1875964,+,13665
227,BUMA.1121.00087,2,1016840,1030546,-,13706
227,BUMA.1121.00040,2,1761129,1774818,+,13689
227,BUMA.1121.00086,2,1924657,1938322,+,13665
227,BUMA.1121.00054,2,1662420,1676085,+,13665
227,BUMA.1121.00048,2,1186905,1200611,-,13706
227,BUMA.1121.00038,2,1763493,1777158,+,13665
227,BUMA.1121.00085,2,736357,750018,+,13661
227,BUMA.1121.00002,2,987205,1000911,-,13706
227,BUMA.1121.00046,2,1464164,1477870,-,13706
227,BUMA.1121.00042,2,538610,552340,-,13730
227,BUMA.1121.00036,2,2010514,2024244,-,13730
227,BUMA.1121.00013,2,2416,16081,+,13665
227,BUMA.1121.00010,2,1843100,1856806,-,13706
227,BUMA.1121.00015,2,675390,689096,-,13706
227,BUMA.1121.00022,2,1116757,1130446,+,13689
227,BUMA.1121.00052,2,1424904,1438569,+,13665
226,BUMA.1121.00050,2,1939691,1947788,+,8097
226,BUMA.1121.00081,2,470688,478764,-,8076
226,BUMA.1121.00006,2,1844745,1852821,+,8076
226,BUMA.1121.00087,2,1040040,1048129,-,8089
226,BUMA.1121.00040,2,1743544,1751647,+,8103
226,BUMA.1121.00086,2,1907074,1915163,+,8089
226,BUMA.1121.00054,2,1644866,1652942,+,8076
226,BUMA.1121.00048,2,1210083,1218159,-,8076
226,BUMA.1121.00038,2,1745939,1754015,+,8076
226,BUMA.1121.00085,2,718835,726911,+,8076
226,BUMA.1121.00002,2,1010382,1018493,-,8111
226,BUMA.1121.00046,2,178912,187009,+,8097
226,BUMA.1121.00036,2,2033736,2041811,-,8075
226,BUMA.1121.00013,2,2110906,2118982,+,8076
226,BUMA.1121.00010,2,1866278,1874389,-,8111
226,BUMA.1121.00015,2,698617,706693,-,8076
226,BUMA.1121.00022,2,1099154,1107271,+,8117
226,BUMA.1121.00052,2,1407382,1415458,+,8076
225,BUMA.1121.00050,2,1909047,1938628,+,29581
225,BUMA.1121.00081,2,479827,509407,-,29580
225,BUMA.1121.00006,2,1814102,1843682,+,29580
225,BUMA.1121.00087,2,1049192,1078773,-,29581
225,BUMA.1121.00040,2,1712903,1742481,+,29578
225,BUMA.1121.00086,2,1876430,1906011,+,29581
225,BUMA.1121.00054,2,1614223,1643803,+,29580
225,BUMA.1121.00048,2,1219222,1248802,-,29580
225,BUMA.1121.00038,2,1715296,1744876,+,29580
225,BUMA.1121.00085,2,688192,717772,+,29580
225,BUMA.1121.00002,2,1019556,1049137,-,29581
225,BUMA.1121.00046,2,148268,177849,+,29581
225,BUMA.1121.00042,2,430173,459897,-,29724
225,BUMA.1121.00036,2,2042874,2072455,-,29581
225,BUMA.1121.00013,2,2080263,2109843,+,29580
225,BUMA.1121.00010,2,1875452,1905033,-,29581
225,BUMA.1121.00015,2,707756,737337,-,29581
225,BUMA.1121.00022,2,1068510,1098091,+,29581
225,BUMA.1121.00052,2,1376739,1406319,+,29580
224,BUMA.1121.00050,2,1867888,1907806,+,39918
224,BUMA.1121.00081,2,510648,550528,-,39880
224,BUMA.1121.00006,2,1772981,1812861,+,39880
224,BUMA.1121.00087,2,1080013,1119970,-,39957
224,BUMA.1121.00040,2,1671692,1711662,+,39970
224,BUMA.1121.00086,2,1835233,1875190,+,39957
224,BUMA.1121.00054,2,1573102,1612982,+,39880
224,BUMA.1121.00034,2,377669,417611,-,39942
224,BUMA.1121.00048,2,1250043,1289923,-,39880
224,BUMA.1121.00017,2,377648,417582,-,39934
224,BUMA.1121.00038,2,1674175,1714055,+,39880
224,BUMA.1121.00085,2,647031,686951,+,39920
224,BUMA.1121.00002,2,1050377,1090280,-,39903
224,BUMA.1121.00046,2,107109,147027,+,39918
224,BUMA.1121.00042,2,461138,501048,-,39910
224,BUMA.1121.00036,2,2073695,2113661,-,39966
224,BUMA.1121.00013,2,2039110,2079022,+,39912
224,BUMA.1121.00028,2,377595,417537,-,39942
224,BUMA.1121.00010,2,1906273,1946176,-,39903
224,BUMA.1121.00004,2,377641,417578,-,39937
224,BUMA.1121.00015,2,738578,778497,-,39919
224,BUMA.1121.00008,2,377513,417423,-,39910
224,BUMA.1121.00022,2,1027337,1067270,+,39933
224,BUMA.1121.00026,2,1365394,1405351,-,39957
224,BUMA.1121.00024,2,377513,417455,-,39942
224,BUMA.1121.00052,2,1335578,1375498,+,39920
224,BUMA.1121.00032,2,801982,841899,-,39917
224,BUMA.1121.00019,2,377580,417522,-,39942
224,BUMA.1121.00044,2,428785,468727,-,39942
224,BUMA.1121.00030,2,1704188,1744129,+,39941
224,BUMA.1121.00020,2,377616,417558,-,39942
223,BUMA.1121.00050,2,1826394,1851227,+,24833
223,BUMA.1121.00081,2,567193,592097,-,24904
223,BUMA.1121.00006,2,1731414,1756318,+,24904
223,BUMA.1121.00087,2,2050488,2075384,+,24896
223,BUMA.1121.00086,2,1783325,1808221,+,24896
223,BUMA.1121.00054,2,1531534,1556438,+,24904
223,BUMA.1121.00048,2,1306587,1331491,-,24904
