genome,core,chr/contig,type,covered,"chr,core"
BUMA.1121.00019,all,2,gene,6.215735000256187,"2,all"
BUMA.1121.00019,all,2,block,16.43288085844575,"2,all"
BUMA.1121.00019,all,2,"block, gene",75.68630644346686,"2,all"
BUMA.1121.00020,all,1,gene,6.320811021311429,"1,all"
BUMA.1121.00020,all,1,"block, gene",78.00178054899158,"1,all"
BUMA.1121.00020,all,1,block,14.272661181604965,"1,all"
BUMA.1121.00020,all,2,gene,6.127307999196867,"2,all"
BUMA.1121.00020,all,2,block,16.353585548159746,"2,all"
BUMA.1121.00020,all,2,"block, gene",75.81738498511214,"2,all"
BUMA.1121.00022,all,1,block,14.430041872456712,"1,all"
BUMA.1121.00022,all,1,"block, gene",78.0851932857996,"1,all"
BUMA.1121.00022,all,1,gene,6.059455180515627,"1,all"
BUMA.1121.00022,all,2,gene,6.674443112958193,"2,all"
BUMA.1121.00022,all,2,"block, gene",75.81775919362926,"2,all"
BUMA.1121.00022,all,2,block,15.739569788293686,"2,all"
BUMA.1121.00024,all,1,gene,6.461929463715993,"1,all"
BUMA.1121.00024,all,1,"block, gene",77.88466418312588,"1,all"
BUMA.1121.00024,all,1,block,14.187801758474613,"1,all"
BUMA.1121.00024,all,2,gene,6.269861957166016,"2,all"
BUMA.1121.00024,all,2,block,15.949642574038233,"2,all"
BUMA.1121.00024,all,2,"block, gene",76.05982510765628,"2,all"
BUMA.1121.00026,all,1,block,14.177962571638837,"1,all"
BUMA.1121.00026,all,1,"block, gene",78.3403363297089,"1,all"
BUMA.1121.00026,all,1,gene,6.008072386169976,"1,all"
BUMA.1121.00026,all,2,gene,6.254697910563083,"2,all"
BUMA.1121.00026,all,2,"block, gene",75.41983245979772,"2,all"
BUMA.1121.00026,all,2,block,16.306141544514265,"2,all"
BUMA.1121.00028,all,1,gene,6.438472840797124,"1,all"
BUMA.1121.00028,all,1,"block, gene",77.81703620947609,"1,all"
BUMA.1121.00028,all,1,block,14.263590499658244,"1,all"
BUMA.1121.00028,all,2,gene,6.298675980716636,"2,all"
BUMA.1121.00028,all,2,block,15.872812535956,"2,all"
BUMA.1121.00028,all,2,"block, gene",76.06358721044793,"2,all"
BUMA.1121.00030,all,1,gene,6.150946994192529,"1,all"
BUMA.1121.00030,all,1,"block, gene",78.11625483967885,"1,all"
BUMA.1121.00030,all,1,block,14.325679816267197,"1,all"
BUMA.1121.00030,all,2,gene,6.3239928576347,"2,all"
BUMA.1121.00030,all,2,block,15.873133406215894,"2,all"
BUMA.1121.00030,all,2,"block, gene",76.02652635987447,"2,all"
BUMA.1121.00032,all,1,block,14.405071521456437,"1,all"
BUMA.1121.00032,all,1,"block, gene",78.1957087126138,"1,all"
BUMA.1121.00032,all,1,gene,5.984532201765793,"1,all"
BUMA.1121.00032,all,2,block,16.26516943729387,"2,all"
BUMA.1121.00032,all,2,"block, gene",75.40007354878688,"2,all"
BUMA.1121.00032,all,2,gene,6.720911310008136,"2,all"
BUMA.1121.00034,all,1,gene,6.2545417101425675,"1,all"
BUMA.1121.00034,all,1,"block, gene",78.07510676953702,"1,all"
BUMA.1121.00034,all,1,block,14.238801685256025,"1,all"
BUMA.1121.00034,all,2,gene,6.326217643164203,"2,all"
BUMA.1121.00034,all,2,block,15.861663739783417,"2,all"
BUMA.1121.00034,all,2,"block, gene",76.03208002369172,"2,all"
BUMA.1121.00036,all,1,block,14.314130829868427,"1,all"
BUMA.1121.00036,all,1,"block, gene",78.24337012364934,"1,all"
BUMA.1121.00036,all,1,gene,5.940553118386281,"1,all"
BUMA.1121.00036,all,2,block,15.749745851090191,"2,all"
BUMA.1121.00036,all,2,"block, gene",75.90331221044318,"2,all"
BUMA.1121.00036,all,2,gene,6.443911677890665,"2,all"
BUMA.1121.00038,all,1,gene,6.1002007958901805,"1,all"
BUMA.1121.00038,all,1,"block, gene",78.05048500982326,"1,all"
BUMA.1121.00038,all,1,block,14.504283721629887,"1,all"
BUMA.1121.00038,all,2,gene,6.189059525958902,"2,all"
BUMA.1121.00038,all,2,block,16.257739524413918,"2,all"
BUMA.1121.00038,all,2,"block, gene",75.81352024065845,"2,all"
BUMA.1121.00040,all,1,gene,6.118928835726486,"1,all"
BUMA.1121.00040,all,1,"block, gene",77.94174833773695,"1,all"
BUMA.1121.00040,all,1,block,14.52796794498423,"1,all"
BUMA.1121.00040,all,2,gene,6.601951778274394,"2,all"
BUMA.1121.00040,all,2,block,15.858681370512201,"2,all"
BUMA.1121.00040,all,2,"block, gene",75.75846463103754,"2,all"
BUMA.1121.00042,all,1,block,14.275929379417821,"1,all"
BUMA.1121.00042,all,1,"block, gene",78.24339142403969,"1,all"
BUMA.1121.00042,all,1,gene,6.034500241215486,"1,all"
BUMA.1121.00042,all,2,block,15.578736128262591,"2,all"
BUMA.1121.00042,all,2,"block, gene",75.84940008505995,"2,all"
BUMA.1121.00042,all,2,gene,6.581758877842067,"2,all"
BUMA.1121.00044,all,1,block,14.320576220473292,"1,all"
BUMA.1121.00044,all,1,"block, gene",78.11370172307295,"1,all"
BUMA.1121.00044,all,1,gene,6.138871999360993,"1,all"
BUMA.1121.00044,all,2,block,15.950736509278055,"2,all"
BUMA.1121.00044,all,2,"block, gene",75.94096417818092,"2,all"
BUMA.1121.00044,all,2,gene,6.329659590844948,"2,all"
BUMA.1121.00046,all,1,gene,6.036332900262777,"1,all"
BUMA.1121.00046,all,1,"block, gene",78.11262931202766,"1,all"
BUMA.1121.00046,all,1,block,14.487649224818904,"1,all"
BUMA.1121.00046,all,2,gene,5.850752508361204,"2,all"
BUMA.1121.00046,all,2,block,16.27777777777778,"2,all"
BUMA.1121.00046,all,2,"block, gene",76.47774990709773,"2,all"
BUMA.1121.00048,all,1,block,14.490823423367475,"1,all"
BUMA.1121.00048,all,1,"block, gene",78.0689746728593,"1,all"
BUMA.1121.00048,all,1,gene,6.062041708889013,"1,all"
BUMA.1121.00048,all,2,block,16.17861194467595,"2,all"
BUMA.1121.00048,all,2,"block, gene",76.02059729400341,"2,all"
BUMA.1121.00048,all,2,gene,6.052841846875787,"2,all"
BUMA.1121.00050,all,1,gene,6.158222506397461,"1,all"
BUMA.1121.00050,all,1,"block, gene",78.01857001381508,"1,all"
BUMA.1121.00050,all,1,block,14.39242205201101,"1,all"
BUMA.1121.00050,all,2,gene,6.066635164955395,"2,all"
BUMA.1121.00050,all,2,"block, gene",76.17410998691831,"2,all"
BUMA.1121.00050,all,2,block,15.963528082540801,"2,all"
BUMA.1121.00052,all,1,gene,6.101806081992332,"1,all"
BUMA.1121.00052,all,1,block,14.328315279375314,"1,all"
BUMA.1121.00052,all,1,"block, gene",78.04176098212159,"1,all"
BUMA.1121.00052,all,2,block,15.84227927952854,"2,all"
BUMA.1121.00052,all,2,"block, gene",76.04936179435391,"2,all"
BUMA.1121.00052,all,2,gene,6.405113023268683,"2,all"
BUMA.1121.00054,all,1,gene,6.14606840304276,"1,all"
BUMA.1121.00054,all,1,"block, gene",77.97070426896717,"1,all"
BUMA.1121.00054,all,1,block,14.48777677537877,"1,all"
BUMA.1121.00054,all,2,block,15.992064754902763,"2,all"
BUMA.1121.00054,all,2,"block, gene",76.19456574186285,"2,all"
BUMA.1121.00054,all,2,gene,6.108487340677979,"2,all"
BUMA.1121.00081,all,1,gene,6.102962040347017,"1,all"
BUMA.1121.00081,all,1,"block, gene",78.04403119184718,"1,all"
BUMA.1121.00081,all,1,block,14.510926604804128,"1,all"
BUMA.1121.00081,all,2,block,16.032321807544193,"2,all"
BUMA.1121.00081,all,2,"block, gene",76.1626669361584,"2,all"
BUMA.1121.00081,all,2,gene,6.108847428253199,"2,all"
BUMA.1121.00085,all,1,gene,6.088693190753263,"1,all"
BUMA.1121.00085,all,1,"block, gene",78.11425467126048,"1,all"
BUMA.1121.00085,all,1,block,14.277001815608514,"1,all"
BUMA.1121.00085,all,2,gene,6.40501417354786,"2,all"
BUMA.1121.00085,all,2,block,15.88457579072719,"2,all"
BUMA.1121.00085,all,2,"block, gene",76.00635648173231,"2,all"
BUMA.1121.00086,all,1,gene,6.259942609278234,"1,all"
BUMA.1121.00086,all,1,"block, gene",78.01430734502259,"1,all"
BUMA.1121.00086,all,1,block,14.261774581076626,"1,all"
BUMA.1121.00086,all,2,block,15.703410578574223,"2,all"
BUMA.1121.00086,all,2,"block, gene",75.90288522025945,"2,all"
BUMA.1121.00086,all,2,gene,6.640767125150891,"2,all"
BUMA.1121.00087,all,1,gene,5.95198300666305,"1,all"
BUMA.1121.00087,all,1,"block, gene",78.15039241283407,"1,all"
BUMA.1121.00087,all,1,block,14.348110256470742,"1,all"
BUMA.1121.00087,all,2,block,15.687391900288208,"2,all"
BUMA.1121.00087,all,2,"block, gene",75.90401872573005,"2,all"
BUMA.1121.00087,all,2,gene,6.559576629751337,"2,all"
BUMA.1121.00002,core,1,block,18.071727979359704,"1,core"
BUMA.1121.00002,core,1,"block, gene",65.86618123912007,"1,core"
BUMA.1121.00002,core,1,gene,4.6183289105741885,"1,core"
BUMA.1121.00002,core,2,gene,3.6730880022012733,"2,core"
BUMA.1121.00002,core,2,block,11.577034529606838,"2,core"
BUMA.1121.00002,core,2,"block, gene",35.944765622686106,"2,core"
BUMA.1121.00004,core,1,block,18.216145197329915,"1,core"
BUMA.1121.00004,core,1,"block, gene",65.31622486721456,"1,core"
BUMA.1121.00004,core,1,gene,5.376571976235359,"1,core"
BUMA.1121.00004,core,2,gene,4.2458505499746115,"2,core"
BUMA.1121.00004,core,2,block,11.400246713143483,"2,core"
BUMA.1121.00004,core,2,"block, gene",35.50508032427056,"2,core"
BUMA.1121.00006,core,1,block,18.102172895485584,"1,core"
BUMA.1121.00006,core,1,"block, gene",66.32967808122197,"1,core"
BUMA.1121.00006,core,1,gene,5.240207640275559,"1,core"
BUMA.1121.00006,core,2,gene,4.086383295124146,"2,core"
BUMA.1121.00006,core,2,block,10.456544952022421,"2,core"
BUMA.1121.00006,core,2,"block, gene",32.31357593694216,"2,core"
BUMA.1121.00008,core,1,block,18.550957114481662,"1,core"
BUMA.1121.00008,core,1,"block, gene",66.69759813669273,"1,core"
BUMA.1121.00008,core,1,gene,5.607176700565759,"1,core"
BUMA.1121.00008,core,2,gene,4.24039970011089,"2,core"
BUMA.1121.00008,core,2,block,11.401534983737003,"2,core"
BUMA.1121.00008,core,2,"block, gene",35.52137089992389,"2,core"
BUMA.1121.00010,core,1,block,18.030410449081245,"1,core"
BUMA.1121.00010,core,1,"block, gene",65.85491003516518,"1,core"
BUMA.1121.00010,core,1,gene,4.828341576277303,"1,core"
BUMA.1121.00010,core,2,gene,3.791347823889101,"2,core"
BUMA.1121.00010,core,2,"block, gene",35.80842441196697,"2,core"
BUMA.1121.00010,core,2,block,11.626129163634422,"2,core"
BUMA.1121.00013,core,1,block,17.802183666373256,"1,core"
BUMA.1121.00013,core,1,"block, gene",65.37526043173388,"1,core"
BUMA.1121.00013,core,1,gene,5.105051799864848,"1,core"
BUMA.1121.00013,core,2,gene,4.15194005559815,"2,core"
BUMA.1121.00013,core,2,"block, gene",35.3531799602064,"2,core"
BUMA.1121.00013,core,2,block,11.40778091882764,"2,core"
BUMA.1121.00015,core,1,block,17.930044460300724,"1,core"
BUMA.1121.00015,core,1,"block, gene",65.7134083144601,"1,core"
BUMA.1121.00015,core,1,gene,5.149768440637934,"1,core"
BUMA.1121.00015,core,2,block,10.918063573546046,"2,core"
BUMA.1121.00015,core,2,"block, gene",33.51999974972101,"2,core"
BUMA.1121.00015,core,2,gene,4.0736481694102755,"2,core"
BUMA.1121.00017,core,1,block,18.299781880025947,"1,core"
BUMA.1121.00017,core,1,"block, gene",66.98953531112343,"1,core"
BUMA.1121.00017,core,1,gene,5.344745935743907,"1,core"
BUMA.1121.00017,core,2,gene,4.221233492017458,"2,core"
BUMA.1121.00017,core,2,block,11.318257162595817,"2,core"
BUMA.1121.00017,core,2,"block, gene",35.255651206164394,"2,core"
BUMA.1121.00019,core,1,block,18.67248080775411,"1,core"
BUMA.1121.00019,core,1,"block, gene",67.60701363984745,"1,core"
BUMA.1121.00019,core,1,gene,5.464537193837982,"1,core"
BUMA.1121.00019,core,2,gene,4.404630761460704,"2,core"
BUMA.1121.00019,core,2,block,12.078206545209671,"2,core"
BUMA.1121.00019,core,2,"block, gene",36.391076643805036,"2,core"
BUMA.1121.00020,core,1,block,18.595374102830565,"1,core"
BUMA.1121.00020,core,1,"block, gene",66.63690811087503,"1,core"
BUMA.1121.00020,core,1,gene,5.543972058398476,"1,core"
BUMA.1121.00020,core,2,gene,4.2947688595081805,"2,core"
BUMA.1121.00020,core,2,block,11.393051569028868,"2,core"
BUMA.1121.00020,core,2,"block, gene",35.48842315814556,"2,core"
BUMA.1121.00022,core,1,block,17.930518576864582,"1,core"
BUMA.1121.00022,core,1,"block, gene",65.25529950913771,"1,core"
BUMA.1121.00022,core,1,gene,5.1656835750190035,"1,core"
BUMA.1121.00022,core,2,gene,4.05216593151628,"2,core"
BUMA.1121.00022,core,2,block,10.310632909240798,"2,core"
BUMA.1121.00022,core,2,"block, gene",31.948828433747227,"2,core"
BUMA.1121.00024,core,1,block,18.719075725945284,"1,core"
BUMA.1121.00024,core,1,"block, gene",67.84930423412723,"1,core"
BUMA.1121.00024,core,1,gene,5.749227766312991,"1,core"
BUMA.1121.00024,core,2,gene,4.268223010947732,"2,core"
BUMA.1121.00024,core,2,block,11.72913289390055,"2,core"
BUMA.1121.00024,core,2,"block, gene",36.03378585864357,"2,core"
BUMA.1121.00026,core,1,gene,5.0827418174219,"1,core"
BUMA.1121.00026,core,1,"block, gene",65.52813407675217,"1,core"
BUMA.1121.00026,core,1,block,17.86621671746057,"1,core"
BUMA.1121.00026,core,2,gene,4.379622918862612,"2,core"
BUMA.1121.00026,core,2,block,12.920363791128409,"2,core"
BUMA.1121.00026,core,2,"block, gene",40.28433086418956,"2,core"
BUMA.1121.00028,core,1,block,18.452475097567014,"1,core"
BUMA.1121.00028,core,1,"block, gene",66.49294717492985,"1,core"
BUMA.1121.00028,core,1,gene,5.6467590649438915,"1,core"
BUMA.1121.00028,core,2,gene,4.217501948320252,"2,core"
BUMA.1121.00028,core,2,block,11.185151680167102,"2,core"
BUMA.1121.00028,core,2,"block, gene",34.81896343306838,"2,core"
BUMA.1121.00030,core,1,block,18.310023467815505,"1,core"
BUMA.1121.00030,core,1,"block, gene",66.97997414997222,"1,core"
BUMA.1121.00030,core,1,gene,5.344105810552769,"1,core"
BUMA.1121.00030,core,2,gene,4.208307668798749,"2,core"
BUMA.1121.00030,core,2,block,11.320252831430935,"2,core"
BUMA.1121.00030,core,2,"block, gene",35.26264605203212,"2,core"
BUMA.1121.00032,core,1,block,18.594010220610045,"1,core"
BUMA.1121.00032,core,1,"block, gene",67.01101339173682,"1,core"
BUMA.1121.00032,core,1,gene,5.261446855109164,"1,core"
BUMA.1121.00032,core,2,block,13.90720691242772,"2,core"
BUMA.1121.00032,core,2,"block, gene",43.29643346296066,"2,core"
BUMA.1121.00032,core,2,gene,4.662413963845269,"2,core"
BUMA.1121.00034,core,1,block,18.518257359983817,"1,core"
BUMA.1121.00034,core,1,"block, gene",66.848293100462,"1,core"
BUMA.1121.00034,core,1,gene,5.489617689088339,"1,core"
BUMA.1121.00034,core,2,gene,4.217965718683449,"2,core"
BUMA.1121.00034,core,2,block,11.317559601843277,"2,core"
BUMA.1121.00034,core,2,"block, gene",35.25553482739563,"2,core"
BUMA.1121.00036,core,1,block,18.382550465597166,"1,core"
BUMA.1121.00036,core,1,"block, gene",67.25346685763047,"1,core"
BUMA.1121.00036,core,1,gene,4.977435099343685,"1,core"
BUMA.1121.00036,core,2,gene,3.737324295760157,"2,core"
BUMA.1121.00036,core,2,block,10.66098855826424,"2,core"
BUMA.1121.00036,core,2,"block, gene",32.8915534999873,"2,core"
BUMA.1121.00038,core,1,block,18.109037182566997,"1,core"
BUMA.1121.00038,core,1,"block, gene",66.32244378398829,"1,core"
BUMA.1121.00038,core,1,gene,5.237929454774202,"1,core"
BUMA.1121.00038,core,2,gene,4.165712278772886,"2,core"
BUMA.1121.00038,core,2,block,10.921476107965749,"2,core"
BUMA.1121.00038,core,2,"block, gene",33.747964346763034,"2,core"
BUMA.1121.00040,core,1,block,17.863355365529042,"1,core"
BUMA.1121.00040,core,1,"block, gene",65.52155525353908,"1,core"
BUMA.1121.00040,core,1,gene,5.171122347624715,"1,core"
BUMA.1121.00040,core,2,block,10.93759475333251,"2,core"
BUMA.1121.00040,core,2,"block, gene",33.7434388581311,"2,core"
BUMA.1121.00040,core,2,gene,4.052376834705268,"2,core"
BUMA.1121.00042,core,1,block,18.126122708845624,"1,core"
BUMA.1121.00042,core,1,"block, gene",66.4731325365558,"1,core"
BUMA.1121.00042,core,1,gene,5.013968790229359,"1,core"
BUMA.1121.00042,core,2,gene,4.326598565905862,"2,core"
BUMA.1121.00042,core,2,block,11.188459049871874,"2,core"
BUMA.1121.00042,core,2,"block, gene",34.87570112744041,"2,core"
BUMA.1121.00044,core,1,block,18.509112812286897,"1,core"
BUMA.1121.00044,core,1,"block, gene",66.86749333917763,"1,core"
BUMA.1121.00044,core,1,gene,5.359926025289095,"1,core"
BUMA.1121.00044,core,2,block,11.311756227502887,"2,core"
BUMA.1121.00044,core,2,"block, gene",35.25528800078481,"2,core"
BUMA.1121.00044,core,2,gene,4.22181682350189,"2,core"
BUMA.1121.00046,core,1,gene,5.1991834829416845,"1,core"
BUMA.1121.00046,core,1,"block, gene",66.34833748497813,"1,core"
BUMA.1121.00046,core,1,block,18.126268327248592,"1,core"
BUMA.1121.00046,core,2,gene,3.7610089186176143,"2,core"
BUMA.1121.00046,core,2,"block, gene",34.85117056856188,"2,core"
BUMA.1121.00046,core,2,block,11.371701969528058,"2,core"
BUMA.1121.00048,core,1,block,18.139318503544114,"1,core"
BUMA.1121.00048,core,1,"block, gene",66.29666738552675,"1,core"
BUMA.1121.00048,core,1,gene,5.063661850494005,"1,core"
BUMA.1121.00048,core,2,gene,3.8339108798058277,"2,core"
BUMA.1121.00048,core,2,block,10.546394226427461,"2,core"
BUMA.1121.00048,core,2,"block, gene",32.241026527573865,"2,core"
BUMA.1121.00050,core,1,gene,5.074770013646228,"1,core"
BUMA.1121.00050,core,1,"block, gene",65.45953790817319,"1,core"
BUMA.1121.00050,core,1,block,17.96970925852495,"1,core"
BUMA.1121.00050,core,2,gene,3.862649667229074,"2,core"
BUMA.1121.00050,core,2,"block, gene",32.362925558469776,"2,core"
BUMA.1121.00050,core,2,block,10.482359544221639,"2,core"
BUMA.1121.00052,core,1,block,18.44791714020959,"1,core"
BUMA.1121.00052,core,1,"block, gene",66.9055753264194,"1,core"
BUMA.1121.00052,core,1,gene,5.179909142659291,"1,core"
BUMA.1121.00052,core,2,gene,4.2175063866677736,"2,core"
BUMA.1121.00052,core,2,block,13.988877514318126,"2,core"
BUMA.1121.00052,core,2,"block, gene",43.3082362652058,"2,core"
BUMA.1121.00054,core,1,block,18.24147066909239,"1,core"
BUMA.1121.00054,core,1,"block, gene",65.81401847321226,"1,core"
BUMA.1121.00054,core,1,gene,5.24789314910037,"1,core"
BUMA.1121.00054,core,2,block,10.461303853831856,"2,core"
BUMA.1121.00054,core,2,"block, gene",32.30915976368004,"2,core"
BUMA.1121.00054,core,2,gene,4.087476917175342,"2,core"
BUMA.1121.00081,core,1,block,18.115532450483567,"1,core"
BUMA.1121.00081,core,1,"block, gene",66.31640603188241,"1,core"
BUMA.1121.00081,core,1,gene,5.240149418201169,"1,core"
BUMA.1121.00081,core,2,block,10.475430738830248,"2,core"
BUMA.1121.00081,core,2,"block, gene",32.3081752757094,"2,core"
BUMA.1121.00081,core,2,gene,4.075790252282975,"2,core"
BUMA.1121.00085,core,1,gene,5.180059757823558,"1,core"
BUMA.1121.00085,core,1,"block, gene",66.9830019013853,"1,core"
BUMA.1121.00085,core,1,block,18.391428040429457,"1,core"
BUMA.1121.00085,core,2,gene,4.217365391642967,"2,core"
BUMA.1121.00085,core,2,block,13.985758437555118,"2,core"
BUMA.1121.00085,core,2,"block, gene",43.31249474039755,"2,core"
BUMA.1121.00086,core,1,block,18.23444147030326,"1,core"
BUMA.1121.00086,core,1,"block, gene",66.73280531123066,"1,core"
BUMA.1121.00086,core,1,gene,5.41186896881786,"1,core"
BUMA.1121.00086,core,2,block,10.33102674396858,"2,core"
BUMA.1121.00086,core,2,"block, gene",31.95670469422106,"2,core"
BUMA.1121.00086,core,2,gene,4.042071169899859,"2,core"
BUMA.1121.00087,core,1,gene,4.994755746671784,"1,core"
BUMA.1121.00087,core,1,"block, gene",66.872169671013,"1,core"
BUMA.1121.00087,core,1,block,18.2781646321572,"1,core"
BUMA.1121.00087,core,2,gene,3.730941810831511,"2,core"
BUMA.1121.00087,core,2,block,10.307699570089014,"2,core"
BUMA.1121.00087,core,2,"block, gene",31.954306701023256,"2,core"
