81	3847660	BUMA.1121.00072.1
82	3184745	BUMA.1121.00088.2
83	3217986	BUMA.1121.00053.2
84	3078972	BUMA.1121.00025.2
85	4009467	BUMA.1121.00077.1
86	3099451	BUMA.1121.00070.2
87	3158067	BUMA.1121.00049.2
88	3303758	BUMA.1121.00078.2
89	4074542	BUMA.1121.00082.1
90	3069580	BUMA.1121.00069.2
91	3190145	BUMA.1121.00102.2
92	3976787	BUMA.1121.00062.1
93	3267140	BUMA.1121.00112.2
94	4054259	BUMA.1121.00007.1
95	3248515	BUMA.1121.00041.2
96	3147768	BUMA.1121.00068.2
97	3208521	BUMA.1121.00076.2
98	3245063	BUMA.1121.00033.2
99	4191510	BUMA.1121.00025.1
100	4047168	BUMA.1121.00021.1
101	3248889	BUMA.1121.00101.2
102	4059482	BUMA.1121.00103.1
103	3200711	BUMA.1121.00105.2
104	3102685	BUMA.1121.00061.2
105	4029451	BUMA.1121.00096.1
106	3113523	BUMA.1121.00063.2
107	3176439	BUMA.1121.00059.2
108	3214293	BUMA.1121.00058.2
109	3269661	BUMA.1121.00043.2
110	3157159	BUMA.1121.00055.2
111	3228004	BUMA.1121.00065.2
112	3039355	BUMA.1121.00064.2
113	3130285	BUMA.1121.00047.2
114	3207929	BUMA.1121.00037.2
115	4066496	BUMA.1121.00079.1
116	3194042	BUMA.1121.00106.2
117	3115305	BUMA.1121.00051.2
118	3258775	BUMA.1121.00045.2
119	4046782	BUMA.1121.00039.1
120	3102126	BUMA.1121.00056.2
121	4074547	BUMA.1121.00083.1
122	4126285	BUMA.1121.00084.1
123	4033039	BUMA.1121.00049.1
124	3340068	BUMA.1121.00095.2
125	3988455	BUMA.1121.00089.1
126	4224888	BUMA.1121.00014.1
127	4121652	BUMA.1121.00090.1
128	3855598	BUMA.1121.00071.1
129	4166370	BUMA.1121.00078.1
130	4185325	BUMA.1121.00102.1
131	3932397	BUMA.1121.00075.1
132	4195050	BUMA.1121.00012.1
133	3933317	BUMA.1121.00076.1
134	3983995	BUMA.1121.00106.1
135	4090926	BUMA.1121.00001.1
136	3173002	BUMA.1121.00082.2
137	4110442	BUMA.1121.00107.1
138	3925543	BUMA.1121.00104.1
139	4088909	BUMA.1121.00099.1
140	3190235	BUMA.1121.00001.2
141	4240579	BUMA.1121.00098.1
142	3194326	BUMA.1121.00108.2
143	4032598	BUMA.1121.00111.1
144	3969298	BUMA.1121.00109.1
145	3173020	BUMA.1121.00083.2
146	4067985	BUMA.1121.00097.1
147	3173851	BUMA.1121.00080.2
148	4001777	BUMA.1121.00094.1
149	3286818	BUMA.1121.00012.2
150	3997043	BUMA.1121.00095.1
151	4059272	BUMA.1121.00005.1
152	3955130	BUMA.1121.00101.1
153	4038504	BUMA.1121.00065.1
154	4021765	BUMA.1121.00100.1
155	4017692	BUMA.1121.00105.1
156	4062495	BUMA.1121.00029.1
157	3854943	BUMA.1121.00066.1
158	4077668	BUMA.1121.00031.1
159	4031085	BUMA.1121.00108.1
160	4099175	BUMA.1121.00023.1
161	4121829	BUMA.1121.00035.1
162	4135206	BUMA.1121.00041.1
--------------------------------------------------------------------------------
Block #2313
Seq_id	Strand	Start	End	Length
160	+	391919	393146	1227
160	-	3535049	3533822	1227
162	-	4024281	4023054	1227
--------------------------------------------------------------------------------
Block #2312
Seq_id	Strand	Start	End	Length
156	+	3861358	3864456	3098
161	-	2181119	2178019	3100
--------------------------------------------------------------------------------
Block #2311
Seq_id	Strand	Start	End	Length
156	+	3858349	3859447	1098
161	-	2185482	2184380	1102
--------------------------------------------------------------------------------
Block #2310
Seq_id	Strand	Start	End	Length
156	+	3856094	3857939	1845
161	-	2187737	2185893	1844
--------------------------------------------------------------------------------
Block #2309
Seq_id	Strand	Start	End	Length
156	+	880805	884466	3661
161	-	1092310	1088649	3661
--------------------------------------------------------------------------------
Block #2308
Seq_id	Strand	Start	End	Length
154	+	2255046	2258017	2971
156	+	1870658	1873631	2973
--------------------------------------------------------------------------------
Block #2307
Seq_id	Strand	Start	End	Length
148	+	1141331	1146443	5112
153	+	1222671	1227785	5114
--------------------------------------------------------------------------------
Block #2306
Seq_id	Strand	Start	End	Length
146	+	3966574	3975141	8567
152	+	2398561	2407132	8571
--------------------------------------------------------------------------------
Block #2305
Seq_id	Strand	Start	End	Length
146	+	3917106	3919084	1978
159	-	1110095	1108117	1978
--------------------------------------------------------------------------------
Block #2304
Seq_id	Strand	Start	End	Length
146	+	3698018	3701307	3289
152	+	2144956	2148245	3289
--------------------------------------------------------------------------------
Block #2303
Seq_id	Strand	Start	End	Length
146	+	1741047	1742359	1312
146	+	1744427	1745739	1312
--------------------------------------------------------------------------------
Block #2302
Seq_id	Strand	Start	End	Length
144	+	776493	782285	5792
154	+	200530	206322	5792
--------------------------------------------------------------------------------
Block #2301
Seq_id	Strand	Start	End	Length
143	+	3234498	3236652	2154
150	-	2655059	2652909	2150
--------------------------------------------------------------------------------
Block #2300
Seq_id	Strand	Start	End	Length
143	+	3231972	3234357	2385
150	-	2657586	2655200	2386
--------------------------------------------------------------------------------
Block #2299
Seq_id	Strand	Start	End	Length
143	+	1275096	1276853	1757
160	+	3489684	3491441	1757
--------------------------------------------------------------------------------
Block #2298
Seq_id	Strand	Start	End	Length
142	+	2603999	2612452	8453
149	-	2581090	2572637	8453
--------------------------------------------------------------------------------
Block #2297
Seq_id	Strand	Start	End	Length
141	+	2779035	2780214	1179
159	+	1065315	1066494	1179
--------------------------------------------------------------------------------
Block #2296
Seq_id	Strand	Start	End	Length
141	+	633169	634556	1387
159	+	3017046	3018433	1387
--------------------------------------------------------------------------------
Block #2295
Seq_id	Strand	Start	End	Length
141	+	35935	36961	1026
146	-	2513164	2512137	1027
--------------------------------------------------------------------------------
Block #2294
Seq_id	Strand	Start	End	Length
139	+	852981	880986	28005
141	+	2301794	2329807	28013
151	-	209333	181303	28030
--------------------------------------------------------------------------------
Block #2293
Seq_id	Strand	Start	End	Length
139	+	844710	852889	8179
141	+	2293538	2301702	8164
151	-	218161	209996	8165
--------------------------------------------------------------------------------
Block #2292
Seq_id	Strand	Start	End	Length
137	+	628484	635355	6871
152	-	1701982	1695112	6870
--------------------------------------------------------------------------------
Block #2291
Seq_id	Strand	Start	End	Length
137	+	417899	420133	2234
146	-	3452924	3450690	2234
150	-	1104684	1102450	2234
154	-	735378	733136	2242
--------------------------------------------------------------------------------
Block #2290
Seq_id	Strand	Start	End	Length
137	+	416739	417898	1159
146	-	3454085	3452926	1159
150	-	1105845	1104686	1159
154	-	737884	736725	1159
--------------------------------------------------------------------------------
Block #2289
Seq_id	Strand	Start	End	Length
137	+	415048	416737	1689
146	-	3457015	3455324	1691
150	-	1107535	1105846	1689
154	-	739574	737885	1689
--------------------------------------------------------------------------------
Block #2288
Seq_id	Strand	Start	End	Length
135	+	4074833	4076871	2038
156	+	856937	858974	2037
--------------------------------------------------------------------------------
Block #2287
Seq_id	Strand	Start	End	Length
135	+	4039713	4042354	2641
156	+	827534	830175	2641
161	-	1145503	1142862	2641
--------------------------------------------------------------------------------
Block #2286
Seq_id	Strand	Start	End	Length
135	+	3985386	3987384	1998
156	+	773245	775250	2005
161	-	1199762	1197756	2006
--------------------------------------------------------------------------------
Block #2285
Seq_id	Strand	Start	End	Length
135	+	3983714	3985385	1671
156	+	769091	770761	1670
161	-	1201434	1199764	1670
--------------------------------------------------------------------------------
Block #2284
Seq_id	Strand	Start	End	Length
135	+	3119376	3122591	3215
156	+	3972875	3976090	3215
--------------------------------------------------------------------------------
Block #2283
Seq_id	Strand	Start	End	Length
135	+	3007349	3010818	3469
156	+	3852624	3856093	3469
161	-	2191207	2187739	3468
--------------------------------------------------------------------------------
Block #2282
Seq_id	Strand	Start	End	Length
135	+	3000665	3006137	5472
156	+	3845939	3851412	5473
161	-	2197893	2192419	5474
--------------------------------------------------------------------------------
Block #2281
Seq_id	Strand	Start	End	Length
135	+	1057232	1060781	3549
156	+	1924611	1928160	3549
--------------------------------------------------------------------------------
Block #2280
Seq_id	Strand	Start	End	Length
135	+	989104	990814	1710
161	-	104089	102380	1709
--------------------------------------------------------------------------------
Block #2279
Seq_id	Strand	Start	End	Length
135	+	426593	429224	2631
156	+	1300559	1303190	2631
161	-	667857	665227	2630
--------------------------------------------------------------------------------
Block #2278
Seq_id	Strand	Start	End	Length
135	+	8151	11483	3332
156	+	884468	887800	3332
161	-	1088648	1085316	3332
--------------------------------------------------------------------------------
Block #2277
Seq_id	Strand	Start	End	Length
132	+	2807675	2808742	1067
141	+	2786056	2787112	1056
159	+	1072337	1073393	1056
161	+	1117854	1118920	1066
--------------------------------------------------------------------------------
Block #2276
Seq_id	Strand	Start	End	Length
132	+	2798651	2802131	3480
161	+	1108830	1112310	3480
--------------------------------------------------------------------------------
Block #2275
Seq_id	Strand	Start	End	Length
132	+	2792466	2793922	1456
141	+	2776645	2778092	1447
159	+	1062925	1064372	1447
161	+	1106257	1107713	1456
--------------------------------------------------------------------------------
Block #2274
Seq_id	Strand	Start	End	Length
131	+	3544653	3546648	1995
133	-	1267555	1265560	1995
162	+	1320721	1322718	1997
--------------------------------------------------------------------------------
Block #2273
Seq_id	Strand	Start	End	Length
130	+	1665033	1670563	5530
141	-	2293463	2287913	5550
--------------------------------------------------------------------------------
Block #2272
Seq_id	Strand	Start	End	Length
129	+	3399200	3400712	1512
131	-	2107182	2105670	1512
133	+	2706885	2708397	1512
148	+	1105655	1107167	1512
--------------------------------------------------------------------------------
Block #2271
Seq_id	Strand	Start	End	Length
129	+	844312	846938	2626
135	-	4074452	4071826	2626
156	-	856556	853929	2627
--------------------------------------------------------------------------------
Block #2270
Seq_id	Strand	Start	End	Length
127	+	3656698	3657724	1026
160	-	3924237	3923212	1025
--------------------------------------------------------------------------------
Block #2269
Seq_id	Strand	Start	End	Length
127	+	3277460	3282769	5309
132	+	3932951	3938258	5307
161	+	2266395	2271704	5309
--------------------------------------------------------------------------------
Block #2268
Seq_id	Strand	Start	End	Length
127	+	3274334	3277458	3124
132	+	3927213	3930332	3119
161	+	2263278	2266393	3115
--------------------------------------------------------------------------------
Block #2267
Seq_id	Strand	Start	End	Length
127	+	2187666	2188753	1087
129	+	842834	843913	1079
160	+	2420194	2421278	1084
--------------------------------------------------------------------------------
Block #2266
Seq_id	Strand	Start	End	Length
126	+	2812271	2813331	1060
144	+	1789600	1790665	1065
151	+	3505096	3506161	1065
158	-	1438237	1437177	1060
160	-	2422794	2421734	1060
--------------------------------------------------------------------------------
Block #2265
Seq_id	Strand	Start	End	Length
126	+	2501267	2502726	1459
132	-	3155391	3153931	1460
135	+	3733329	3734788	1459
156	+	519046	520505	1459
160	-	2726518	2725058	1460
161	-	1451695	1450235	1460
--------------------------------------------------------------------------------
Block #2264
Seq_id	Strand	Start	End	Length
126	+	2482168	2483600	1432
160	-	2745617	2744185	1432
--------------------------------------------------------------------------------
Block #2263
Seq_id	Strand	Start	End	Length
126	+	2303889	2308538	4649
158	-	1913617	1908967	4650
--------------------------------------------------------------------------------
Block #2262
Seq_id	Strand	Start	End	Length
126	+	2302458	2303668	1210
158	-	1915048	1913837	1211
--------------------------------------------------------------------------------
Block #2261
Seq_id	Strand	Start	End	Length
126	+	2298792	2302456	3664
158	-	1920198	1916365	3833
--------------------------------------------------------------------------------
Block #2260
Seq_id	Strand	Start	End	Length
126	+	2291142	2297569	6427
158	-	1927697	1921421	6276
--------------------------------------------------------------------------------
Block #2259
Seq_id	Strand	Start	End	Length
126	+	2278976	2285756	6780
158	-	1939864	1933083	6781
--------------------------------------------------------------------------------
Block #2258
Seq_id	Strand	Start	End	Length
126	+	2271893	2277630	5737
158	-	1948218	1942480	5738
--------------------------------------------------------------------------------
Block #2257
Seq_id	Strand	Start	End	Length
126	+	2268808	2271628	2820
158	-	1951302	1948479	2823
--------------------------------------------------------------------------------
Block #2256
Seq_id	Strand	Start	End	Length
126	+	1845472	1847898	2426
158	-	2373207	2370781	2426
--------------------------------------------------------------------------------
Block #2255
Seq_id	Strand	Start	End	Length
126	+	1667142	1668359	1217
158	-	2550103	2548887	1216
160	-	3529283	3528067	1216
--------------------------------------------------------------------------------
Block #2254
Seq_id	Strand	Start	End	Length
126	+	1658957	1661102	2145
158	-	2558288	2556143	2145
160	-	3538698	3536553	2145
--------------------------------------------------------------------------------
Block #2253
Seq_id	Strand	Start	End	Length
126	+	1263844	1265016	1172
158	-	2953262	2952090	1172
160	-	3962362	3961191	1171
--------------------------------------------------------------------------------
Block #2252
Seq_id	Strand	Start	End	Length
126	+	353723	355789	2066
160	-	773901	771839	2062
--------------------------------------------------------------------------------
Block #2251
Seq_id	Strand	Start	End	Length
124	+	3190064	3191883	1819
141	+	637771	639590	1819
159	+	3021648	3023467	1819
--------------------------------------------------------------------------------
Block #2250
Seq_id	Strand	Start	End	Length
123	+	3254978	3257517	2539
129	+	3437972	3440511	2539
131	-	2069916	2067377	2539
133	+	2744151	2746690	2539
141	-	1234924	1232376	2548
--------------------------------------------------------------------------------
Block #2249
Seq_id	Strand	Start	End	Length
123	+	1068077	1070008	1931
143	-	3971711	3969778	1933
--------------------------------------------------------------------------------
Block #2248
Seq_id	Strand	Start	End	Length
123	+	468619	470335	1716
134	-	1156946	1155229	1717
138	+	3833622	3835338	1716
--------------------------------------------------------------------------------
Block #2247
Seq_id	Strand	Start	End	Length
123	+	370687	371840	1153
135	+	2553620	2554773	1153
161	-	2656824	2655672	1152
--------------------------------------------------------------------------------
Block #2246
Seq_id	Strand	Start	End	Length
123	+	368510	369858	1348
135	+	2551446	2552791	1345
161	-	2658999	2657653	1346
--------------------------------------------------------------------------------
Block #2245
Seq_id	Strand	Start	End	Length
123	+	367473	368484	1011
135	+	2547921	2548932	1011
161	-	2660035	2659024	1011
--------------------------------------------------------------------------------
Block #2244
Seq_id	Strand	Start	End	Length
123	+	365814	366900	1086
135	+	2546262	2547348	1086
161	-	2661692	2660607	1085
--------------------------------------------------------------------------------
Block #2243
Seq_id	Strand	Start	End	Length
123	+	364729	365812	1083
135	+	2545177	2546260	1083
--------------------------------------------------------------------------------
Block #2242
Seq_id	Strand	Start	End	Length
122	+	2295340	2298415	3075
131	+	1426783	1429858	3075
133	-	3386141	3383066	3075
155	-	3294788	3291713	3075
--------------------------------------------------------------------------------
Block #2241
Seq_id	Strand	Start	End	Length
122	+	809178	810983	1805
129	-	1425626	1423825	1801
130	-	654981	653176	1805
144	-	1301892	1300087	1805
151	-	3003073	3001268	1805
--------------------------------------------------------------------------------
Block #2240
Seq_id	Strand	Start	End	Length
119	+	2578996	2580420	1424
137	-	840546	839115	1431
--------------------------------------------------------------------------------
Block #2239
Seq_id	Strand	Start	End	Length
119	+	2573002	2574778	1776
137	-	847761	845962	1799
161	+	3588837	3590613	1776
--------------------------------------------------------------------------------
Block #2238
Seq_id	Strand	Start	End	Length
119	+	2562412	2563460	1048
126	-	364665	363617	1048
137	-	854148	853127	1021
143	+	2607350	2608398	1048
158	+	3852603	3853651	1048
160	+	764230	765278	1048
161	+	3579582	3580630	1048
--------------------------------------------------------------------------------
Block #2237
Seq_id	Strand	Start	End	Length
119	+	2557612	2560063	2451
137	-	858926	856475	2451
161	+	3574765	3577233	2468
--------------------------------------------------------------------------------
Block #2236
Seq_id	Strand	Start	End	Length
119	+	2551014	2553664	2650
137	-	863917	861264	2653
161	+	3569538	3572188	2650
--------------------------------------------------------------------------------
Block #2235
Seq_id	Strand	Start	End	Length
119	+	2548490	2551013	2523
126	-	368090	365566	2524
143	+	2603924	2606449	2525
158	+	3849177	3851702	2525
160	+	760804	763329	2525
161	+	3567012	3569537	2525
--------------------------------------------------------------------------------
Block #2234
Seq_id	Strand	Start	End	Length
119	+	1249613	1250723	1110
151	+	3506728	3507838	1110
--------------------------------------------------------------------------------
Block #2233
Seq_id	Strand	Start	End	Length
119	+	1103577	1104916	1339
132	+	3764941	3766287	1346
--------------------------------------------------------------------------------
Block #2232
Seq_id	Strand	Start	End	Length
119	+	434900	437688	2788
146	-	3704241	3701429	2812
152	-	2151179	2148367	2812
--------------------------------------------------------------------------------
Block #2231
Seq_id	Strand	Start	End	Length
115	+	3602073	3614748	12675
134	+	3300771	3313446	12675
--------------------------------------------------------------------------------
Block #2230
Seq_id	Strand	Start	End	Length
115	+	3597289	3600835	3546
134	+	3297227	3300769	3542
--------------------------------------------------------------------------------
Block #2229
Seq_id	Strand	Start	End	Length
110	+	2202664	2203699	1035
123	-	3676059	3675024	1035
--------------------------------------------------------------------------------
Block #2228
Seq_id	Strand	Start	End	Length
105	+	3195877	3199226	3349
139	+	2379665	2383014	3349
141	-	2761822	2758473	3349
--------------------------------------------------------------------------------
Block #2227
Seq_id	Strand	Start	End	Length
105	+	2187965	2189050	1085
135	+	3013369	3014455	1086
144	+	803984	805069	1085
154	+	230727	231812	1085
156	+	3866968	3868054	1086
161	-	2157864	2156777	1087
--------------------------------------------------------------------------------
Block #2226
Seq_id	Strand	Start	End	Length
105	+	2185855	2187963	2108
144	+	801874	803982	2108
154	+	228617	230725	2108
--------------------------------------------------------------------------------
Block #2225
Seq_id	Strand	Start	End	Length
105	+	2171855	2176753	4898
144	+	787875	792773	4898
154	-	226375	221476	4899
--------------------------------------------------------------------------------
Block #2224
Seq_id	Strand	Start	End	Length
102	+	2380327	2382872	2545
154	+	3299936	3302482	2546
--------------------------------------------------------------------------------
Block #2223
Seq_id	Strand	Start	End	Length
101	+	2937876	2939233	1357
141	-	29178	27822	1356
146	+	2519039	2520396	1357
--------------------------------------------------------------------------------
Block #2222
Seq_id	Strand	Start	End	Length
100	+	3717452	3718924	1472
143	+	3244168	3245640	1472
160	+	1391128	1392600	1472
--------------------------------------------------------------------------------
Block #2221
Seq_id	Strand	Start	End	Length
100	+	3714696	3717125	2429
143	+	3241412	3243840	2428
160	+	1388372	1390801	2429
--------------------------------------------------------------------------------
Block #2220
Seq_id	Strand	Start	End	Length
100	+	3707836	3709415	1579
105	-	220399	218824	1575
119	+	3200466	3202021	1555
144	-	2854673	2853084	1589
--------------------------------------------------------------------------------
Block #2219
Seq_id	Strand	Start	End	Length
100	+	759539	760827	1288
127	-	3689083	3687794	1289
--------------------------------------------------------------------------------
Block #2218
Seq_id	Strand	Start	End	Length
96	+	2236128	2237412	1284
101	-	2877080	2875797	1283
--------------------------------------------------------------------------------
Block #2217
Seq_id	Strand	Start	End	Length
94	+	4036271	4038004	1733
126	+	2810538	2812270	1732
144	+	1787866	1789599	1733
151	+	3503362	3505095	1733
158	-	1439971	1438239	1732
160	-	2424528	2422796	1732
--------------------------------------------------------------------------------
Block #2216
Seq_id	Strand	Start	End	Length
94	+	3143375	3147821	4446
159	-	1979241	1974795	4446
--------------------------------------------------------------------------------
Block #2215
Seq_id	Strand	Start	End	Length
94	+	2611262	2612289	1027
146	+	2505265	2506292	1027
--------------------------------------------------------------------------------
Block #2214
Seq_id	Strand	Start	End	Length
94	+	2595283	2596646	1363
146	+	2485419	2486782	1363
--------------------------------------------------------------------------------
Block #2213
Seq_id	Strand	Start	End	Length
94	+	1483223	1484502	1279
126	-	1664421	1663142	1279
158	+	2552824	2554103	1279
160	+	3532004	3533283	1279
--------------------------------------------------------------------------------
Block #2212
Seq_id	Strand	Start	End	Length
94	+	580911	582104	1193
102	+	888876	890069	1193
158	-	806377	805181	1196
162	-	4009613	4008417	1196
--------------------------------------------------------------------------------
Block #2211
Seq_id	Strand	Start	End	Length
94	+	575054	577820	2766
102	+	883022	885785	2763
--------------------------------------------------------------------------------
Block #2210
Seq_id	Strand	Start	End	Length
94	+	573661	574890	1229
102	+	881629	882858	1229
--------------------------------------------------------------------------------
Block #2209
Seq_id	Strand	Start	End	Length
94	+	568678	569903	1225
162	-	4025534	4024309	1225
--------------------------------------------------------------------------------
Block #2208
Seq_id	Strand	Start	End	Length
94	+	564232	568331	4099
158	-	822149	818051	4098
--------------------------------------------------------------------------------
Block #2207
Seq_id	Strand	Start	End	Length
92	+	1984918	1986146	1228
115	-	2613086	2611859	1227
123	+	3252773	3254001	1228
129	+	3435779	3436995	1216
131	-	2072094	2070882	1212
133	+	2741973	2743186	1213
--------------------------------------------------------------------------------
Block #2206
Seq_id	Strand	Start	End	Length
92	+	1983690	1984917	1227
115	-	2614314	2613088	1226
123	+	3251545	3252772	1227
129	+	3432113	3433340	1227
131	-	2073322	2072096	1226
133	+	2740745	2741972	1227
--------------------------------------------------------------------------------
Block #2205
Seq_id	Strand	Start	End	Length
92	+	783324	784718	1394
148	-	3810221	3808827	1394
--------------------------------------------------------------------------------
Block #2204
Seq_id	Strand	Start	End	Length
92	+	773669	780938	7269
148	-	3819876	3812607	7269
--------------------------------------------------------------------------------
Block #2203
Seq_id	Strand	Start	End	Length
92	+	457008	459634	2626
155	+	1092055	1094681	2626
162	-	1354321	1351695	2626
--------------------------------------------------------------------------------
Block #2202
Seq_id	Strand	Start	End	Length
91	+	522629	523885	1256
91	-	530339	529082	1257
91	-	2692781	2691525	1256
91	+	2840836	2842092	1256
130	+	3628524	3629788	1264
--------------------------------------------------------------------------------
Block #2201
Seq_id	Strand	Start	End	Length
89	+	3964412	3966451	2039
121	-	1814958	1812919	2039
--------------------------------------------------------------------------------
Block #2200
Seq_id	Strand	Start	End	Length
89	+	3874450	3877140	2690
121	-	1904920	1902230	2690
--------------------------------------------------------------------------------
Block #2199
Seq_id	Strand	Start	End	Length
89	+	3105612	3107156	1544
121	-	2673747	2672203	1544
--------------------------------------------------------------------------------
Block #2198
Seq_id	Strand	Start	End	Length
89	+	3104055	3105236	1181
121	-	2675304	2674123	1181
--------------------------------------------------------------------------------
Block #2197
Seq_id	Strand	Start	End	Length
89	+	1335114	1336246	1132
121	-	369711	368579	1132
--------------------------------------------------------------------------------
Block #2196
Seq_id	Strand	Start	End	Length
89	+	1322544	1325382	2838
121	-	382281	379444	2837
--------------------------------------------------------------------------------
Block #2195
Seq_id	Strand	Start	End	Length
89	+	895990	898587	2597
121	-	808829	806233	2596
--------------------------------------------------------------------------------
Block #2194
Seq_id	Strand	Start	End	Length
89	+	858906	872582	13676
121	-	845913	832238	13675
--------------------------------------------------------------------------------
Block #2193
Seq_id	Strand	Start	End	Length
89	+	607695	638853	31158
121	-	1097133	1065974	31159
--------------------------------------------------------------------------------
Block #2192
Seq_id	Strand	Start	End	Length
89	+	602368	607494	5126
121	-	1102460	1097333	5127
--------------------------------------------------------------------------------
Block #2191
Seq_id	Strand	Start	End	Length
87	+	2329106	2334065	4959
96	+	2229647	2234607	4960
--------------------------------------------------------------------------------
Block #2190
Seq_id	Strand	Start	End	Length
79	+	2143124	2154152	11028
93	+	1128310	1139338	11028
118	-	3122004	3110977	11027
--------------------------------------------------------------------------------
Block #2189
Seq_id	Strand	Start	End	Length
79	+	2141707	2142871	1164
93	+	1126893	1128057	1164
118	-	3123421	3122257	1164
--------------------------------------------------------------------------------
Block #2188
Seq_id	Strand	Start	End	Length
77	+	141073	153541	12468
87	+	1846042	1858510	12468
--------------------------------------------------------------------------------
Block #2187
Seq_id	Strand	Start	End	Length
77	+	137670	138870	1200
87	+	1843847	1845051	1204
--------------------------------------------------------------------------------
Block #2186
Seq_id	Strand	Start	End	Length
77	+	134284	137669	3385
87	+	1836908	1840292	3384
--------------------------------------------------------------------------------
Block #2185
Seq_id	Strand	Start	End	Length
76	+	1910918	1912994	2076
160	+	3920211	3922289	2078
--------------------------------------------------------------------------------
Block #2184
Seq_id	Strand	Start	End	Length
76	+	1906903	1909892	2989
160	+	3914906	3917898	2992
--------------------------------------------------------------------------------
Block #2183
Seq_id	Strand	Start	End	Length
76	+	1700006	1701112	1106
101	-	3145830	3144739	1091
--------------------------------------------------------------------------------
Block #2182
Seq_id	Strand	Start	End	Length
76	+	1698657	1699817	1160
101	-	3147195	3146039	1156
--------------------------------------------------------------------------------
Block #2181
Seq_id	Strand	Start	End	Length
72	+	2097295	2099045	1750
85	-	1385935	1384185	1750
105	+	555736	557483	1747
--------------------------------------------------------------------------------
Block #2180
Seq_id	Strand	Start	End	Length
72	+	1758126	1760969	2843
85	-	1725107	1722263	2844
--------------------------------------------------------------------------------
Block #2179
Seq_id	Strand	Start	End	Length
72	+	1328766	1336295	7529
85	-	2154550	2147021	7529
--------------------------------------------------------------------------------
Block #2178
Seq_id	Strand	Start	End	Length
72	+	1327295	1328408	1113
85	-	2156021	2154908	1113
--------------------------------------------------------------------------------
Block #2177
Seq_id	Strand	Start	End	Length
72	+	1324238	1326337	2099
85	-	2159078	2156979	2099
--------------------------------------------------------------------------------
Block #2176
Seq_id	Strand	Start	End	Length
72	+	1318784	1320947	2163
85	-	2164531	2162369	2162
--------------------------------------------------------------------------------
Block #2175
Seq_id	Strand	Start	End	Length
72	+	933329	942400	9071
85	-	2549985	2540914	9071
